onset	duration	sample	trial_type	response_time	stimulus	run
52.106	5	989678	friendRoleBlock	2.882	loosens up the group	2
63.134	5	1000706	friendRoleBlock	2.301	organizes and coordinates the group's plans	2
72.151	5	1009723	friendRoleBlock	1.397	discovers new knowledge for the group	2
81.177	5	1018749	friendRoleBlock	2.042	gives others in the group false hope	2
92.196	5	1029768	friendRoleBlock	2.409	challenges others' authority in the group	2
103.224	5	1040796	selfTraitBlock	2.013	outgoing, sociable	2
110.239	5	1047811	selfTraitBlock	2.63	unathletic, weak, or physically limited in some fashion	2
121.257	5	1058829	selfTraitBlock	1.947	trustworthy, faithful	2
132.276	5	1069848	selfTraitBlock	2.176	brave, courageous	2
141.302	5	1078874	selfTraitBlock	1.278	happy and cheerful	2
154.322	5	1091894	selfGroupBlock	1.949	Muslims	2
165.34	5	1102912	selfGroupBlock	0.962	women	2
172.356	5	1109928	selfGroupBlock	2.801	Asian	2
181.382	5	1118954	selfGroupBlock	1.064	stoners	2
190.399	5	1127971	selfGroupBlock	0.67	Black	2
205.42	5	1142992	selfRoleBlock	3.443	keeps the group from dangerous or risky ventures	2
214.437	5	1152009	selfRoleBlock	2.771	engages others to be active and fit	2
225.455	5	1163027	selfRoleBlock	1.381	throws parties for the group	2
234.482	5	1172054	selfRoleBlock	1.652	tutors others in the group	2
245.501	5	1183073	selfRoleBlock	1.56	keeps others on schedule	2
256.519	5	1194091	friendTraitBlock	1.974	clever and cunning	2
265.546	5	1203118	friendTraitBlock	2.311	perverse, having unhealthy habits	2
276.564	5	1214136	friendTraitBlock	1.904	passionate, opinionated	2
285.591	5	1223163	friendTraitBlock	3.096	compliant, submissive	2
292.616	5	1230188	friendTraitBlock	2.203	cooperative, enjoying working with others	2
307.637	5	1245209	friendTraitBlock	3.291	callous, caring little for others	2
318.655	5	1256227	friendTraitBlock	2.273	careful about doing things the right way, meticulous	2
329.674	5	1267246	friendTraitBlock	1.236	spontaneous, adventuresome	2
336.699	5	1274271	friendTraitBlock	2.455	dull, unintelligent	2
345.716	5	1283288	friendTraitBlock	2.349	relaxed, handles stress well	2
358.745	5	1296317	selfTraitBlock	1.729	considerate and kind	2
369.764	5	1307336	selfTraitBlock	2.827	persuasive, articulate and even eloquent	2
378.79	5	1316362	selfTraitBlock	1.048	spontaneous, adventuresome	2
385.806	5	1323378	selfTraitBlock	2.271	blunt, no-nonsense	2
396.834	5	1334406	selfTraitBlock	1.274	dull, unintelligent	2
409.854	5	1347426	friendRoleBlock	3.308	barters with others on behalf of the group	2
420.882	5	1358454	friendRoleBlock	1.947	helps others find their aspirations	2
427.897	5	1365469	friendRoleBlock	2.249	shares gossip with the group	2
438.915	5	1376487	friendRoleBlock	1.971	provides emotional support to the group	2
447.932	5	1385504	friendRoleBlock	3.094	attacks others who harm the group	2
460.952	5	1398524	selfRoleBlock	2.615	hoards the group's resources for the future	2
469.969	5	1407541	selfRoleBlock	1.856	organizes and coordinates the group's plans	2
478.996	5	1416568	selfRoleBlock	2.412	divides up and assigns others to tasks	2
490.014	5	1427586	selfRoleBlock	2.874	ensures others in the group act morally	2
497.039	5	1434611	selfRoleBlock	2.041	motivates others to a common goal	2
1.008	5	1506475	friendTraitBlock	3.034	healthy and fit	3
12.026	5	1517493	friendTraitBlock	1.937	romantic or charming	3
19.041	5	1524508	friendTraitBlock	1.551	hurried, impatient	3
28.058	5	1533525	friendTraitBlock	2.851	hedonistic and pleasure seeking	3
37.075	5	1542542	friendTraitBlock	3.423	promiscuous, sleeping around a lot	3
52.096	5	1557563	friendGroupBlock	1.651	stoners	3
63.114	5	1568581	friendGroupBlock	1.433	nerds	3
72.131	5	1577598	friendGroupBlock	1.097	Muslims	3
81.148	5	1586615	friendGroupBlock	0.972	Canadians	3
92.166	5	1597633	friendGroupBlock	1.192	Jewish	3
103.184	5	1608651	friendRoleBlock	2.796	ensures others in the group act morally	3
110.2	5	1615667	friendRoleBlock	2.378	reminds others of their obligations	3
121.228	5	1626695	friendRoleBlock	1.273	entertains the group	3
130.245	5	1635712	friendRoleBlock	1.671	motivates others to a common goal	3
139.272	5	1644739	friendRoleBlock	1.727	cleans and tidies up after others	3
154.293	5	1659760	selfRoleBlock	2.657	creates rules for the group	3
163.32	5	1668787	selfRoleBlock	1.283	leads the group	3
170.345	5	1675812	selfRoleBlock	1.96	resolves conflicts in the group	3
181.373	5	1686840	selfRoleBlock	2.158	shames group members for their mistakes	3
190.39	5	1695857	selfRoleBlock	1.59	attacks others who harm the group	3
205.421	5	1710888	friendTraitBlock	2.134	finds fault with others	3
216.439	5	1721906	friendTraitBlock	1.849	gets nervous and anxious easily	3
225.456	5	1730923	friendTraitBlock	2.534	reckless and impulsive	3
232.471	5	1737938	friendTraitBlock	1.476	jealous, petty	3
243.49	5	1748957	friendTraitBlock	2.379	unsatisfied with the way things are	3
256.519	5	1761986	selfTraitBlock	1.888	reckless and impulsive	3
267.538	5	1773005	selfTraitBlock	2.995	romantic or charming	3
274.563	5	1780030	selfTraitBlock	1.388	gets nervous and anxious easily	3
283.58	5	1789047	selfTraitBlock	1.544	passionate, opinionated	3
294.608	5	1800075	selfTraitBlock	1.685	confident, secure in themselves	3
307.628	5	1813095	selfTraitBlock	2.66	sentimental and sensitive, experiencing emotions strongly	3
316.654	5	1822121	selfTraitBlock	1.633	artistic, appreciating aesthetics	3
325.671	5	1831138	selfTraitBlock	2.384	careful about doing things the right way, meticulous	3
332.686	5	1838153	selfTraitBlock	2.711	compliant, submissive	3
343.705	5	1849172	selfTraitBlock	1.854	arrogant or full of themselves	3
358.736	5	1864203	friendRoleBlock	3.682	ensures others follow the group's rules	3
367.753	5	1873220	friendRoleBlock	1.457	resolves conflicts in the group	3
378.781	5	1884248	friendRoleBlock	3.078	helps people with physically demanding tasks	3
385.796	5	1891263	friendRoleBlock	3.104	deceives others in the group for amusement or pleasure	3
396.815	5	1902282	friendRoleBlock	2.605	divides up and assigns others to tasks	3
409.834	5	1915301	selfRoleBlock	2.444	helps others find their aspirations	3
416.85	5	1922317	selfRoleBlock	1.991	challenges the group's beliefs	3
425.866	5	1931333	selfRoleBlock	2.091	deceives others in the group for amusement or pleasure	3
436.885	5	1942352	selfRoleBlock	1.766	helps people with physically demanding tasks	3
447.913	5	1953380	selfRoleBlock	2.835	gives others in the group false hope	3
460.933	5	1966400	selfGroupBlock	3.584	commuter students	3
469.959	5	1975426	selfGroupBlock	1.778	men	3
478.976	5	1984443	selfGroupBlock	0.686	students	3
485.991	5	1991458	selfGroupBlock	1.039	Buddhists	3
497.01	5	2002477	selfGroupBlock	0.979	Middle Eastern	3
1.008	5	2073680	friendTraitBlock	2.566	brave, courageous	4
8.023	5	2080695	friendTraitBlock	1.3	apathetic or indifferent	4
17.04	5	2089712	friendTraitBlock	1.964	eminent, popular, and captivating	4
26.057	5	2098729	friendTraitBlock	1.836	prone to boredom, listless	4
37.085	5	2109757	friendTraitBlock	2.16	persuasive, articulate and even eloquent	4
52.106	5	2124778	friendTraitBlock	3.761	perseverant until the task is finished	4
61.123	5	2133795	friendTraitBlock	1.056	cold and aloof	4
68.138	5	2140810	friendTraitBlock	1.237	trustworthy, faithful	4
77.155	5	2149827	friendTraitBlock	1.202	considerate and kind	4
88.173	5	2160845	friendTraitBlock	1.604	arrogant or full of themselves	4
103.195	5	2175867	selfTraitBlock	2.323	eminent, popular, and captivating	4
112.221	5	2184893	selfTraitBlock	2.126	callous, caring little for others	4
119.237	5	2191909	selfTraitBlock	1.453	promiscuous, sleeping around a lot	4
130.265	5	2202937	selfTraitBlock	1.198	depressed, blue	4
139.282	5	2211954	selfTraitBlock	1.742	cooperative, enjoying working with others	4
154.313	5	2226985	selfRoleBlock	3.019	challenges the morals and norms of the group	4
161.328	5	2234000	selfRoleBlock	2.367	ensures others follow the group's rules	4
170.345	5	2243017	selfRoleBlock	3.184	excludes unpopular or unwanted others from the group	4
181.363	5	2254035	selfRoleBlock	1.402	shares study notes with others	4
192.381	5	2265053	selfRoleBlock	2.458	asks questions when the group is confused	4
205.401	5	2278073	friendRoleBlock	2.257	tutors others in the group	4
214.418	5	2287090	friendRoleBlock	3.228	challenges the morals and norms of the group	4
225.436	5	2298108	friendRoleBlock	1.548	counsels others in difficult life decisions	4
234.453	5	2307125	friendRoleBlock	2.062	maintains the group's traditions and rituals	4
241.468	5	2314140	friendRoleBlock	2.087	helps others find romantic partners	4
256.489	5	2329161	selfTraitBlock	2.839	jealous, petty	4
263.505	5	2336177	selfTraitBlock	1.104	clever and cunning	4
272.531	5	2345203	selfTraitBlock	3.017	relaxed, handles stress well	4
283.55	5	2356222	selfTraitBlock	2.603	greedy or power-hungry	4
294.578	5	2367250	selfTraitBlock	3.206	perseverant until the task is finished	4
307.598	5	2380270	selfRoleBlock	2.564	helps others find romantic partners	4
314.623	5	2387295	selfRoleBlock	1.837	loosens up the group	4
323.64	5	2396312	selfRoleBlock	2.397	advises the group on strategy in competitions and games	4
334.668	5	2407340	selfRoleBlock	2.508	entertains the group	4
345.686	5	2418358	selfRoleBlock	2.153	reminds others of their obligations	4
358.706	5	2431378	friendGroupBlock	1.943	commuter students	4
367.723	5	2440395	friendGroupBlock	1.464	men	4
376.75	5	2449422	friendGroupBlock	1.274	women	4
387.778	5	2460450	friendGroupBlock	1.068	hipsters	4
398.796	5	2471468	friendGroupBlock	0.974	Asian	4
409.814	5	2482486	selfGroupBlock	1.804	fraternity or sorority members	4
418.831	5	2491503	selfGroupBlock	1.27	conservatives	4
427.848	5	2500520	selfGroupBlock	1.054	Canadians	4
434.863	5	2507535	selfGroupBlock	1.005	hipsters	4
445.881	5	2518553	selfGroupBlock	1.035	Jewish	4
460.903	5	2533575	friendRoleBlock	2.447	keeps others on schedule	4
471.931	5	2544603	friendRoleBlock	1.911	challenges the group's beliefs	4
480.948	5	2553620	friendRoleBlock	1.905	finds new opportunities for the group	4
489.974	5	2562646	friendRoleBlock	3.027	creates rules for the group	4
496.99	5	2569662	friendRoleBlock	1.914	asks questions when the group is confused	4
