onset	duration	Subject	sample	trial_type	response_time	stimulus	run
334.628	5	7	659220	selfTraitBlock	2.266	"dull, unintelligent"	1
343.644	5	7	668236	selfTraitBlock	1.577	happy and cheerful	1
358.676	5	7	683268	friendGroupBlock	1.774	Black	1
367.692	5	7	692284	friendGroupBlock	1.019	women	1
378.711	5	7	703303	friendGroupBlock	1.15	Middle Eastern	1
389.729	5	7	714321	friendGroupBlock	1.087	White	1
398.746	5	7	723338	friendGroupBlock	3.552	commuter students	1
409.774	5	7	734366	friendTraitBlock	2.24	"sentimental and sensitive, experiencing emotions strongly"	1
418.791	5	7	743383	friendTraitBlock	1.865	"callous, caring little for others"	1
427.807	5	7	752399	friendTraitBlock	1.783	greedy or power-hungry	1
434.823	5	7	759415	friendTraitBlock	5.088	perseverant until the task is finished	1
445.831	5	7	770423	friendTraitBlock	2.088	"relaxed, handles stress well"	1
460.862	5	7	785454	selfTraitBlock	3.275	hedonistic and pleasure seeking	1
471.88	5	7	796472	selfTraitBlock	1.697	"depressed, blue"	1
480.897	5	7	805489	selfTraitBlock	1.353	"outgoing, sociable"	1
489.914	5	7	814506	selfTraitBlock	2.045	unsatisfied with the way things are	1
500.932	5	7	825524	selfTraitBlock	2.363	finds fault with others	1
1.008	5	7	886720	selfRoleBlock	2.794	divides up and assigns others to tasks	2
10.025	5	7	895737	selfRoleBlock	2.051	counsels others in difficult life decisions	2
21.043	5	7	906755	selfRoleBlock	1.702	helps others find romantic partners	2
28.058	5	7	913770	selfRoleBlock	1.746	provides emotional support to the group	2
37.075	5	7	922787	selfRoleBlock	5.028	shames group members for their mistakes	2
52.096	5	7	937808	friendTraitBlock	3.429	"eminent, popular, and captivating"	2
63.115	5	7	948827	friendTraitBlock	2.341	hedonistic and pleasure seeking	2
74.133	5	7	959845	friendTraitBlock	4.375	unsatisfied with the way things are	2
81.148	5	7	966860	friendTraitBlock	2.253	"perverse, having unhealthy habits"	2
90.165	5	7	975877	friendTraitBlock	2.493	"careful about doing things the right way, meticulous"	2
103.195	5	7	988907	friendRoleBlock	3.95	advises the group on strategy in competitions and games	2
114.213	5	7	999925	friendRoleBlock	2.298	challenges others' authority in the group	2
125.231	5	7	1010943	friendRoleBlock	3.668	helps others find their aspirations	2
134.248	5	7	1019960	friendRoleBlock	3.542	keeps others on schedule	2
141.263	5	7	1026975	friendRoleBlock	2.281	keeps the group from dangerous or risky ventures	2
154.293	5	7	1040005	friendTraitBlock	4.376	"compliant, submissive"	2
165.311	5	7	1051023	friendTraitBlock	1.422	finds fault with others	2
174.328	5	7	1060040	friendTraitBlock	5.018	arrogant or full of themselves	2
181.333	5	7	1067045	friendTraitBlock	1.304	"trustworthy, faithful"	2
190.35	5	7	1076062	friendTraitBlock	3.603	"promiscuous, sleeping around a lot"	2
205.381	5	7	1091093	friendGroupBlock	1.773	Christians	2
214.398	5	7	1100110	friendGroupBlock	1.062	Buddhists	2
223.415	5	7	1109127	friendGroupBlock	1.023	stoners	2
234.433	5	7	1120145	friendGroupBlock	2.019	humanities majors	2
241.448	5	7	1127160	friendGroupBlock	1.551	liberals	2
256.479	5	7	1142191	selfTraitBlock	1.447	considerate and kind	2
265.496	5	7	1151208	selfTraitBlock	1.232	"promiscuous, sleeping around a lot"	2
276.514	5	7	1162226	selfTraitBlock	1.747	cold and aloof	2
287.533	5	7	1173245	selfTraitBlock	1.592	"careful about doing things the right way, meticulous"	2
294.548	5	7	1180260	selfTraitBlock	5.829	"perverse, having unhealthy habits"	2
307.568	5	7	1193280	selfGroupBlock	1.058	Christians	2
316.584	5	7	1202296	selfGroupBlock	1.323	Jewish	2
323.6	5	7	1209312	selfGroupBlock	0.842	Muslims	2
334.618	5	7	1220330	selfGroupBlock	0.752	Black	2
345.636	5	7	1231348	selfGroupBlock	1.177	Asian	2
358.666	5	7	1244378	selfTraitBlock	2.034	"confident, secure in themselves"	2
365.681	5	7	1251393	selfTraitBlock	3.078	reckless and impulsive	2
374.698	5	7	1260410	selfTraitBlock	1.712	"compliant, submissive"	2
385.716	5	7	1271428	selfTraitBlock	1.235	gets nervous and anxious easily	2
394.733	5	7	1280445	selfTraitBlock	2.338	apathetic or indifferent	2
409.764	5	7	1295476	friendRoleBlock	2.243	provides emotional support to the group	2
418.781	5	7	1304493	friendRoleBlock	5.139	hoards the group's resources for the future	2
425.786	5	7	1311498	friendRoleBlock	1.555	counsels others in difficult life decisions	2
436.805	5	7	1322517	friendRoleBlock	4.075	maintains the group's traditions and rituals	2
447.823	5	7	1333535	friendRoleBlock	3.551	ensures others in the group act morally	2
460.853	5	7	1346565	selfRoleBlock	5.58	challenges the morals and norms of the group	2
469.869	5	7	1355581	selfRoleBlock	5.484	hoards the group's resources for the future	2
478.886	5	7	1364598	selfRoleBlock	4.18	organizes and coordinates the group's plans	2
485.901	5	7	1371613	selfRoleBlock	3.507	ensures others follow the group's rules	2
496.92	5	7	1382632	selfRoleBlock	7.173	challenges others' authority in the group	2
1.008	5	7	1567260	friendGroupBlock	3.217	Canadians	3
10.025	5	7	1576277	friendGroupBlock	2.77	conservatives	3
19.041	5	7	1585293	friendGroupBlock	1.039	nerds	3
30.06	5	7	1596312	friendGroupBlock	1.867	fraternity or sorority members	3
41.078	5	7	1607330	friendGroupBlock	1.45	men	3
52.106	5	7	1618358	selfRoleBlock	5.414	keeps the group from dangerous or risky ventures	3
61.123	5	7	1627375	selfRoleBlock	3.47	challenges the group's beliefs	3
72.141	5	7	1638393	selfRoleBlock	1.76	creates rules for the group	3
81.158	5	7	1647410	selfRoleBlock	2.491	shares study notes with others	3
88.173	5	7	1654425	selfRoleBlock	3.924	ensures others in the group act morally	3
103.204	5	7	1669456	selfRoleBlock	3.245	throws parties for the group	3
112.221	5	7	1678473	selfRoleBlock	3.566	shares gossip with the group	3
123.24	5	7	1689492	selfRoleBlock	3.158	maintains the group's traditions and rituals	3
134.258	5	7	1700510	selfRoleBlock	3.783	tutors others in the group	3
141.273	5	7	1707525	selfRoleBlock	4.04	cleans and tidies up after others	3
154.303	5	7	1720555	selfGroupBlock	4.097	Canadians	3
163.32	5	7	1729572	selfGroupBlock	1.924	women	3
174.338	5	7	1740590	selfGroupBlock	2.191	liberals	3
185.356	5	7	1751608	selfGroupBlock	1.07	stoners	3
192.371	5	7	1758623	selfGroupBlock	3.147	humanities majors	3
205.401	5	7	1771653	friendRoleBlock	3.26	entertains the group	3
214.418	5	7	1780670	friendRoleBlock	1.535	throws parties for the group	3
223.435	5	7	1789687	friendRoleBlock	4.6	cleans and tidies up after others	3
230.45	5	7	1796702	friendRoleBlock	1.727	challenges the morals and norms of the group	3
241.468	5	7	1807720	friendRoleBlock	4.779	deceives others in the group for amusement or pleasure	3
256.499	5	7	1822751	selfTraitBlock	5.336	"cooperative, enjoying working with others"	3
267.508	5	7	1833760	selfTraitBlock	1.289	"brave, courageous"	3
276.524	5	7	1842776	selfTraitBlock	3.139	"eminent, popular, and captivating"	3
285.541	5	7	1851793	selfTraitBlock	1.879	perseverant until the task is finished	3
292.556	5	7	1858808	selfTraitBlock	1.528	clever and cunning	3
307.588	5	7	1873840	selfTraitBlock	3.786	"sentimental and sensitive, experiencing emotions strongly"	3
318.606	5	7	1884858	selfTraitBlock	1.249	"relaxed, handles stress well"	3
325.621	5	7	1891873	selfTraitBlock	3.657	"hurried, impatient"	3
334.638	5	7	1900890	selfTraitBlock	1.282	"trustworthy, faithful"	3
343.655	5	7	1909907	selfTraitBlock	4.992	arrogant or full of themselves	3
358.686	5	7	1924938	friendTraitBlock	3.103	apathetic or indifferent	3
367.703	5	7	1933955	friendTraitBlock	2.964	clever and cunning	3
378.721	5	7	1944973	friendTraitBlock	1.619	healthy and fit	3
387.738	5	7	1953990	friendTraitBlock	1.589	"dull, unintelligent"	3
394.753	5	7	1961005	friendTraitBlock	2.301	"persuasive, articulate and even eloquent"	3
409.784	5	7	1976036	friendRoleBlock	3.96	ensures others follow the group's rules	3
418.801	5	7	1985053	friendRoleBlock	5.187	asks questions when the group is confused	3
429.809	5	7	1996061	friendRoleBlock	2.685	gives others in the group false hope	3
438.826	5	7	2005078	friendRoleBlock	3.95	discovers new knowledge for the group	3
445.841	5	7	2012093	friendRoleBlock	3.999	attacks others who harm the group	3
460.872	5	7	2027124	friendTraitBlock	3.207	"hurried, impatient"	3
471.891	5	7	2038143	friendTraitBlock	3.215	"outgoing, sociable"	3
480.907	5	7	2047159	friendTraitBlock	3.391	gets nervous and anxious easily	3
491.926	5	7	2058178	friendTraitBlock	4.635	"brave, courageous"	3
500.943	5	7	2067195	friendTraitBlock	1.209	cold and aloof	3
1.007	5	7	2130812	selfRoleBlock	4.474	engages others to be active and fit	4
8.022	5	7	2137827	selfRoleBlock	5.469	asks questions when the group is confused	4
19.031	5	7	2148836	selfRoleBlock	1.033	entertains the group	4
30.049	5	7	2159854	selfRoleBlock	2.303	motivates others to a common goal	4
39.066	5	7	2168871	selfRoleBlock	3.586	keeps others on schedule	4
52.095	5	7	2181900	friendRoleBlock	3.026	lets others in the group take advantage of them	4
61.112	5	7	2190917	friendRoleBlock	1.871	creates rules for the group	4
68.127	5	7	2197932	friendRoleBlock	1.067	shares gossip with the group	4
79.146	5	7	2208951	friendRoleBlock	3.156	finds new opportunities for the group	4
88.162	5	7	2217967	friendRoleBlock	3.77	tutors others in the group	4
103.184	5	7	2232989	friendTraitBlock	5.194	"cooperative, enjoying working with others"	4
112.2	5	7	2242005	friendTraitBlock	2.69	"blunt, no-nonsense"	4
119.216	5	7	2249021	friendTraitBlock	6.037	"emotionally needy, craving affirmation or attention"	4
128.232	5	7	2258037	friendTraitBlock	2.656	"artistic, appreciating aesthetics"	4
139.251	5	7	2269056	friendTraitBlock	2.751	"prone to boredom, listless"	4
154.282	5	7	2284087	friendTraitBlock	4.872	considerate and kind	4
163.299	5	7	2293104	friendTraitBlock	1.975	reckless and impulsive	4
174.317	5	7	2304122	friendTraitBlock	3.495	"unathletic, weak, or physically limited in some fashion"	4
181.332	5	7	2311137	friendTraitBlock	2.833	"jealous, petty"	4
190.349	5	7	2320154	friendTraitBlock	5.281	romantic or charming	4
205.37	5	7	2335175	selfRoleBlock	2.858	gives others in the group false hope	4
216.389	5	7	2346194	selfRoleBlock	4.031	finds new opportunities for the group	4
223.404	5	7	2353209	selfRoleBlock	4.827	lets others in the group take advantage of them	4
232.421	5	7	2362226	selfRoleBlock	1.614	attacks others who harm the group	4
241.437	5	7	2371242	selfRoleBlock	2.379	resolves conflicts in the group	4
256.469	5	7	2386274	selfGroupBlock	1.676	White	4
267.487	5	7	2397292	selfGroupBlock	1.904	commuter students	4
276.504	5	7	2406309	selfGroupBlock	1.359	Buddhists	4
285.52	5	7	2415325	selfGroupBlock	1.744	nerds	4
296.539	5	7	2426344	selfGroupBlock	1.827	conservatives	4
307.567	5	7	2437372	friendGroupBlock	2.087	hipsters	4
318.585	5	7	2448390	friendGroupBlock	1.894	students	4
327.602	5	7	2457407	friendGroupBlock	2.197	Asian	4
338.62	5	7	2468425	friendGroupBlock	1.04	Muslims	4
345.635	5	7	2475440	friendGroupBlock	1.06	Jewish	4
358.665	5	7	2488470	friendRoleBlock	3.991	motivates others to a common goal	4
369.683	5	7	2499488	friendRoleBlock	1.548	challenges the group's beliefs	4
378.7	5	7	2508505	friendRoleBlock	1.777	engages others to be active and fit	4
389.718	5	7	2519523	friendRoleBlock	2.266	excludes unpopular or unwanted others from the group	4
398.735	5	7	2528540	friendRoleBlock	3.4	organizes and coordinates the group's plans	4
409.763	5	7	2539568	selfTraitBlock	3.385	"blunt, no-nonsense"	4
418.78	5	7	2548585	selfTraitBlock	4.086	romantic or charming	4
429.798	5	7	2559603	selfTraitBlock	2.075	"unathletic, weak, or physically limited in some fashion"	4
436.814	5	7	2566619	selfTraitBlock	1.896	"callous, caring little for others"	4
445.83	5	7	2575635	selfTraitBlock	3.169	"passionate, opinionated"	4
460.862	5	7	2590667	selfTraitBlock	2.867	"jealous, petty"	4
467.877	5	7	2597682	selfTraitBlock	2.379	greedy or power-hungry	4
476.894	5	7	2606699	selfTraitBlock	2.357	"persuasive, articulate and even eloquent"	4
487.912	5	7	2617717	selfTraitBlock	2.717	"emotionally needy, craving affirmation or attention"	4
498.93	5	7	2628735	selfTraitBlock	1.047	healthy and fit	4
1.007	5	8	341802	selfRoleBlock	6.225	challenges others' authority in the group	1
12.015	5	8	352810	selfRoleBlock	2.114	provides emotional support to the group	1
19.031	5	8	359826	selfRoleBlock	2.82	barters with others on behalf of the group	1
30.049	5	8	370844	selfRoleBlock	1.779	cleans and tidies up after others	1
39.066	5	8	379861	selfRoleBlock	1.674	discovers new knowledge for the group	1
52.095	5	8	392890	selfTraitBlock	2.32	cold and aloof	1
63.104	5	8	403899	selfTraitBlock	2.562	"perverse, having unhealthy habits"	1
72.12	5	8	412915	selfTraitBlock	3.164	"emotionally needy, craving affirmation or attention"	1
81.137	5	8	421932	selfTraitBlock	1.318	"hurried, impatient"	1
92.145	5	8	432940	selfTraitBlock	2.36	hedonistic and pleasure seeking	1
103.164	5	8	443959	friendTraitBlock	2.631	"blunt, no-nonsense"	1
114.182	5	8	454977	friendTraitBlock	1.31	"outgoing, sociable"	1
123.199	5	8	463994	friendTraitBlock	1.835	"sentimental and sensitive, experiencing emotions strongly"	1
130.224	5	8	471019	friendTraitBlock	1.032	happy and cheerful	1
139.241	5	8	480036	friendTraitBlock	1.431	greedy or power-hungry	1
154.272	5	8	495067	friendTraitBlock	2.437	"artistic, appreciating aesthetics"	1
165.28	5	8	506075	friendTraitBlock	2.063	"confident, secure in themselves"	1
172.285	5	8	513080	friendTraitBlock	3.298	"unathletic, weak, or physically limited in some fashion"	1
181.292	5	8	522087	friendTraitBlock	1.568	"depressed, blue"	1
190.299	5	8	531094	friendTraitBlock	2.682	"emotionally needy, craving affirmation or attention"	1
205.31	5	8	546105	selfRoleBlock	4.818	finds new opportunities for the group	1
216.328	5	8	557123	selfRoleBlock	2.528	maintains the group's traditions and rituals	1
225.335	5	8	566130	selfRoleBlock	3.155	lets others in the group take advantage of them	1
234.342	5	8	575137	selfRoleBlock	1.648	counsels others in difficult life decisions	1
245.36	5	8	586155	selfRoleBlock	2.755	shares gossip with the group	1
256.368	5	8	597163	friendRoleBlock	2.457	hoards the group's resources for the future	1
265.375	5	8	606170	friendRoleBlock	1.463	leads the group	1
276.393	5	8	617188	friendRoleBlock	2.545	excludes unpopular or unwanted others from the group	1
283.409	5	8	624204	friendRoleBlock	3.431	advises the group on strategy in competitions and games	1
294.427	5	8	635222	friendRoleBlock	2.085	shames group members for their mistakes	1
307.437	5	8	648232	selfTraitBlock	2.862	"prone to boredom, listless"	1
318.445	5	8	659240	selfTraitBlock	3.113	apathetic or indifferent	1
325.45	5	8	666245	selfTraitBlock	2.318	finds fault with others	1
334.457	5	8	675252	selfTraitBlock	2.304	unsatisfied with the way things are	1
345.475	5	8	686270	selfTraitBlock	0.108	healthy and fit	1
358.495	5	8	699290	selfGroupBlock	3.709	humanities majors	1
365.5	5	8	706295	selfGroupBlock	1.246	Christians	1
376.508	5	8	717303	selfGroupBlock	0.044	White	1
385.525	5	8	726320	selfGroupBlock	1.247	nerds	1
396.543	5	8	737338	selfGroupBlock	2.81	liberals	1
409.563	5	8	750358	friendGroupBlock	3.057	White	1
418.58	5	8	759375	friendGroupBlock	0.963	students	1
429.598	5	8	770393	friendGroupBlock	1.267	conservatives	1
438.615	5	8	779410	friendGroupBlock	3.51	humanities majors	1
445.63	5	8	786425	friendGroupBlock	1.138	liberals	1
460.652	5	8	801447	friendRoleBlock	2.818	shares study notes with others	1
469.668	5	8	810463	friendRoleBlock	2.646	keeps the group from dangerous or risky ventures	1
476.684	5	8	817479	friendRoleBlock	2.479	engages others to be active and fit	1
485.71	5	8	826505	friendRoleBlock	2.702	lets others in the group take advantage of them	1
496.728	5	8	837523	friendRoleBlock	2.063	throws parties for the group	1
1.007	5	8	938579	friendGroupBlock	1.938	Black	2
12.025	5	8	949597	friendGroupBlock	1.48	Middle Eastern	2
21.052	5	8	958624	friendGroupBlock	1.555	Buddhists	2
30.069	5	8	967641	friendGroupBlock	1.968	fraternity or sorority members	2
41.087	5	8	978659	friendGroupBlock	1.135	Christians	2
52.106	5	8	989678	friendRoleBlock	2.882	loosens up the group	2
63.134	5	8	1000706	friendRoleBlock	2.301	organizes and coordinates the group's plans	2
72.151	5	8	1009723	friendRoleBlock	1.397	discovers new knowledge for the group	2
81.177	5	8	1018749	friendRoleBlock	2.042	gives others in the group false hope	2
92.196	5	8	1029768	friendRoleBlock	2.409	challenges others' authority in the group	2
103.224	5	8	1040796	selfTraitBlock	2.013	"outgoing, sociable"	2
110.239	5	8	1047811	selfTraitBlock	2.63	"unathletic, weak, or physically limited in some fashion"	2
121.257	5	8	1058829	selfTraitBlock	1.947	"trustworthy, faithful"	2
132.276	5	8	1069848	selfTraitBlock	2.176	"brave, courageous"	2
141.302	5	8	1078874	selfTraitBlock	1.278	happy and cheerful	2
154.322	5	8	1091894	selfGroupBlock	1.949	Muslims	2
165.34	5	8	1102912	selfGroupBlock	0.962	women	2
172.356	5	8	1109928	selfGroupBlock	2.801	Asian	2
181.382	5	8	1118954	selfGroupBlock	1.064	stoners	2
190.399	5	8	1127971	selfGroupBlock	0.67	Black	2
205.42	5	8	1142992	selfRoleBlock	3.443	keeps the group from dangerous or risky ventures	2
214.437	5	8	1152009	selfRoleBlock	2.771	engages others to be active and fit	2
225.455	5	8	1163027	selfRoleBlock	1.381	throws parties for the group	2
234.482	5	8	1172054	selfRoleBlock	1.652	tutors others in the group	2
245.501	5	8	1183073	selfRoleBlock	1.56	keeps others on schedule	2
256.519	5	8	1194091	friendTraitBlock	1.974	clever and cunning	2
265.546	5	8	1203118	friendTraitBlock	2.311	"perverse, having unhealthy habits"	2
276.564	5	8	1214136	friendTraitBlock	1.904	"passionate, opinionated"	2
285.591	5	8	1223163	friendTraitBlock	3.096	"compliant, submissive"	2
292.616	5	8	1230188	friendTraitBlock	2.203	"cooperative, enjoying working with others"	2
307.637	5	8	1245209	friendTraitBlock	3.291	"callous, caring little for others"	2
318.655	5	8	1256227	friendTraitBlock	2.273	"careful about doing things the right way, meticulous"	2
329.674	5	8	1267246	friendTraitBlock	1.236	"spontaneous, adventuresome"	2
336.699	5	8	1274271	friendTraitBlock	2.455	"dull, unintelligent"	2
345.716	5	8	1283288	friendTraitBlock	2.349	"relaxed, handles stress well"	2
358.745	5	8	1296317	selfTraitBlock	1.729	considerate and kind	2
369.764	5	8	1307336	selfTraitBlock	2.827	"persuasive, articulate and even eloquent"	2
378.79	5	8	1316362	selfTraitBlock	1.048	"spontaneous, adventuresome"	2
385.806	5	8	1323378	selfTraitBlock	2.271	"blunt, no-nonsense"	2
396.834	5	8	1334406	selfTraitBlock	1.274	"dull, unintelligent"	2
409.854	5	8	1347426	friendRoleBlock	3.308	barters with others on behalf of the group	2
420.882	5	8	1358454	friendRoleBlock	1.947	helps others find their aspirations	2
427.897	5	8	1365469	friendRoleBlock	2.249	shares gossip with the group	2
438.915	5	8	1376487	friendRoleBlock	1.971	provides emotional support to the group	2
447.932	5	8	1385504	friendRoleBlock	3.094	attacks others who harm the group	2
460.952	5	8	1398524	selfRoleBlock	2.615	hoards the group's resources for the future	2
469.969	5	8	1407541	selfRoleBlock	1.856	organizes and coordinates the group's plans	2
478.996	5	8	1416568	selfRoleBlock	2.412	divides up and assigns others to tasks	2
490.014	5	8	1427586	selfRoleBlock	2.874	ensures others in the group act morally	2
497.039	5	8	1434611	selfRoleBlock	2.041	motivates others to a common goal	2
1.008	5	8	1506475	friendTraitBlock	3.034	healthy and fit	3
12.026	5	8	1517493	friendTraitBlock	1.937	romantic or charming	3
19.041	5	8	1524508	friendTraitBlock	1.551	"hurried, impatient"	3
28.058	5	8	1533525	friendTraitBlock	2.851	hedonistic and pleasure seeking	3
37.075	5	8	1542542	friendTraitBlock	3.423	"promiscuous, sleeping around a lot"	3
52.096	5	8	1557563	friendGroupBlock	1.651	stoners	3
63.114	5	8	1568581	friendGroupBlock	1.433	nerds	3
72.131	5	8	1577598	friendGroupBlock	1.097	Muslims	3
81.148	5	8	1586615	friendGroupBlock	0.972	Canadians	3
92.166	5	8	1597633	friendGroupBlock	1.192	Jewish	3
103.184	5	8	1608651	friendRoleBlock	2.796	ensures others in the group act morally	3
110.2	5	8	1615667	friendRoleBlock	2.378	reminds others of their obligations	3
121.228	5	8	1626695	friendRoleBlock	1.273	entertains the group	3
130.245	5	8	1635712	friendRoleBlock	1.671	motivates others to a common goal	3
139.272	5	8	1644739	friendRoleBlock	1.727	cleans and tidies up after others	3
154.293	5	8	1659760	selfRoleBlock	2.657	creates rules for the group	3
163.32	5	8	1668787	selfRoleBlock	1.283	leads the group	3
170.345	5	8	1675812	selfRoleBlock	1.96	resolves conflicts in the group	3
181.373	5	8	1686840	selfRoleBlock	2.158	shames group members for their mistakes	3
190.39	5	8	1695857	selfRoleBlock	1.59	attacks others who harm the group	3
205.421	5	8	1710888	friendTraitBlock	2.134	finds fault with others	3
216.439	5	8	1721906	friendTraitBlock	1.849	gets nervous and anxious easily	3
225.456	5	8	1730923	friendTraitBlock	2.534	reckless and impulsive	3
232.471	5	8	1737938	friendTraitBlock	1.476	"jealous, petty"	3
243.49	5	8	1748957	friendTraitBlock	2.379	unsatisfied with the way things are	3
256.519	5	8	1761986	selfTraitBlock	1.888	reckless and impulsive	3
267.538	5	8	1773005	selfTraitBlock	2.995	romantic or charming	3
274.563	5	8	1780030	selfTraitBlock	1.388	gets nervous and anxious easily	3
283.58	5	8	1789047	selfTraitBlock	1.544	"passionate, opinionated"	3
294.608	5	8	1800075	selfTraitBlock	1.685	"confident, secure in themselves"	3
307.628	5	8	1813095	selfTraitBlock	2.66	"sentimental and sensitive, experiencing emotions strongly"	3
316.654	5	8	1822121	selfTraitBlock	1.633	"artistic, appreciating aesthetics"	3
325.671	5	8	1831138	selfTraitBlock	2.384	"careful about doing things the right way, meticulous"	3
332.686	5	8	1838153	selfTraitBlock	2.711	"compliant, submissive"	3
343.705	5	8	1849172	selfTraitBlock	1.854	arrogant or full of themselves	3
358.736	5	8	1864203	friendRoleBlock	3.682	ensures others follow the group's rules	3
367.753	5	8	1873220	friendRoleBlock	1.457	resolves conflicts in the group	3
378.781	5	8	1884248	friendRoleBlock	3.078	helps people with physically demanding tasks	3
385.796	5	8	1891263	friendRoleBlock	3.104	deceives others in the group for amusement or pleasure	3
396.815	5	8	1902282	friendRoleBlock	2.605	divides up and assigns others to tasks	3
409.834	5	8	1915301	selfRoleBlock	2.444	helps others find their aspirations	3
416.85	5	8	1922317	selfRoleBlock	1.991	challenges the group's beliefs	3
425.866	5	8	1931333	selfRoleBlock	2.091	deceives others in the group for amusement or pleasure	3
436.885	5	8	1942352	selfRoleBlock	1.766	helps people with physically demanding tasks	3
447.913	5	8	1953380	selfRoleBlock	2.835	gives others in the group false hope	3
460.933	5	8	1966400	selfGroupBlock	3.584	commuter students	3
469.959	5	8	1975426	selfGroupBlock	1.778	men	3
478.976	5	8	1984443	selfGroupBlock	0.686	students	3
485.991	5	8	1991458	selfGroupBlock	1.039	Buddhists	3
497.01	5	8	2002477	selfGroupBlock	0.979	Middle Eastern	3
1.008	5	8	2073680	friendTraitBlock	2.566	"brave, courageous"	4
8.023	5	8	2080695	friendTraitBlock	1.3	apathetic or indifferent	4
17.04	5	8	2089712	friendTraitBlock	1.964	"eminent, popular, and captivating"	4
26.057	5	8	2098729	friendTraitBlock	1.836	"prone to boredom, listless"	4
37.085	5	8	2109757	friendTraitBlock	2.16	"persuasive, articulate and even eloquent"	4
52.106	5	8	2124778	friendTraitBlock	3.761	perseverant until the task is finished	4
61.123	5	8	2133795	friendTraitBlock	1.056	cold and aloof	4
68.138	5	8	2140810	friendTraitBlock	1.237	"trustworthy, faithful"	4
77.155	5	8	2149827	friendTraitBlock	1.202	considerate and kind	4
88.173	5	8	2160845	friendTraitBlock	1.604	arrogant or full of themselves	4
103.195	5	8	2175867	selfTraitBlock	2.323	"eminent, popular, and captivating"	4
112.221	5	8	2184893	selfTraitBlock	2.126	"callous, caring little for others"	4
119.237	5	8	2191909	selfTraitBlock	1.453	"promiscuous, sleeping around a lot"	4
130.265	5	8	2202937	selfTraitBlock	1.198	"depressed, blue"	4
139.282	5	8	2211954	selfTraitBlock	1.742	"cooperative, enjoying working with others"	4
154.313	5	8	2226985	selfRoleBlock	3.019	challenges the morals and norms of the group	4
161.328	5	8	2234000	selfRoleBlock	2.367	ensures others follow the group's rules	4
170.345	5	8	2243017	selfRoleBlock	3.184	excludes unpopular or unwanted others from the group	4
181.363	5	8	2254035	selfRoleBlock	1.402	shares study notes with others	4
192.381	5	8	2265053	selfRoleBlock	2.458	asks questions when the group is confused	4
205.401	5	8	2278073	friendRoleBlock	2.257	tutors others in the group	4
214.418	5	8	2287090	friendRoleBlock	3.228	challenges the morals and norms of the group	4
225.436	5	8	2298108	friendRoleBlock	1.548	counsels others in difficult life decisions	4
234.453	5	8	2307125	friendRoleBlock	2.062	maintains the group's traditions and rituals	4
241.468	5	8	2314140	friendRoleBlock	2.087	helps others find romantic partners	4
256.489	5	8	2329161	selfTraitBlock	2.839	"jealous, petty"	4
263.505	5	8	2336177	selfTraitBlock	1.104	clever and cunning	4
272.531	5	8	2345203	selfTraitBlock	3.017	"relaxed, handles stress well"	4
283.55	5	8	2356222	selfTraitBlock	2.603	greedy or power-hungry	4
294.578	5	8	2367250	selfTraitBlock	3.206	perseverant until the task is finished	4
307.598	5	8	2380270	selfRoleBlock	2.564	helps others find romantic partners	4
314.623	5	8	2387295	selfRoleBlock	1.837	loosens up the group	4
323.64	5	8	2396312	selfRoleBlock	2.397	advises the group on strategy in competitions and games	4
334.668	5	8	2407340	selfRoleBlock	2.508	entertains the group	4
345.686	5	8	2418358	selfRoleBlock	2.153	reminds others of their obligations	4
358.706	5	8	2431378	friendGroupBlock	1.943	commuter students	4
367.723	5	8	2440395	friendGroupBlock	1.464	men	4
376.75	5	8	2449422	friendGroupBlock	1.274	women	4
387.778	5	8	2460450	friendGroupBlock	1.068	hipsters	4
398.796	5	8	2471468	friendGroupBlock	0.974	Asian	4
409.814	5	8	2482486	selfGroupBlock	1.804	fraternity or sorority members	4
418.831	5	8	2491503	selfGroupBlock	1.27	conservatives	4
427.848	5	8	2500520	selfGroupBlock	1.054	Canadians	4
434.863	5	8	2507535	selfGroupBlock	1.005	hipsters	4
445.881	5	8	2518553	selfGroupBlock	1.035	Jewish	4
460.903	5	8	2533575	friendRoleBlock	2.447	keeps others on schedule	4
471.931	5	8	2544603	friendRoleBlock	1.911	challenges the group's beliefs	4
480.948	5	8	2553620	friendRoleBlock	1.905	finds new opportunities for the group	4
489.974	5	8	2562646	friendRoleBlock	3.027	creates rules for the group	4
496.99	5	8	2569662	friendRoleBlock	1.914	asks questions when the group is confused	4
1.007	5	9	615268	friendTraitBlock	3.274	"persuasive, articulate and even eloquent"	1
12.025	5	9	626286	friendTraitBlock	2.071	arrogant or full of themselves	1
21.042	5	9	635303	friendTraitBlock	1.392	healthy and fit	1
30.059	5	9	644320	friendTraitBlock	1.626	"trustworthy, faithful"	1
41.077	5	9	655338	friendTraitBlock	3.149	"compliant, submissive"	1
52.095	5	9	666356	selfGroupBlock	3.179	hipsters	1
63.114	5	9	677375	selfGroupBlock	1.846	Buddhists	1
72.13	5	9	686391	selfGroupBlock	2.362	humanities majors	1
81.147	5	9	695408	selfGroupBlock	0.778	Jewish	1
92.165	5	9	706426	selfGroupBlock	1.116	stoners	1
103.184	5	9	717445	selfRoleBlock	3.401	motivates others to a common goal	1
112.2	5	9	726461	selfRoleBlock	2.326	excludes unpopular or unwanted others from the group	1
