onset	duration	Subject	sample	trial_type	response_time	stimulus	run
414.702	5	2	499946	friendRoleBlock	1.602	challenges others' authority in the group	1
425.716	5	2	510960	friendRoleBlock	2.148	lets others in the group take advantage of them	1
433.291	5	2	518535	friendRoleBlock	1.513	loosens up the group	1
442.303	5	2	527547	friendRoleBlock	1.238	challenges the group's beliefs	1
451.315	5	2	536559	friendRoleBlock	1.701	engages others to be active and fit	1
466.332	5	2	551576	selfTraitBlock	2.537	perseverant until the task is finished	1
477.345	5	2	562589	selfTraitBlock	1.635	gets nervous and anxious easily	1
486.357	5	2	571601	selfTraitBlock	1.847	"persuasive, articulate and even eloquent"	1
495.369	5	2	580613	selfTraitBlock	2.516	"compliant, submissive"	1
503.077	5	2	588321	selfTraitBlock	1.169	romantic or charming	1
1.001	5	2	677361	friendTraitBlock	2.004	"relaxed, handles stress well"	2
12.014	5	2	688374	friendTraitBlock	1.031	"compliant, submissive"	2
21.026	5	2	697386	friendTraitBlock	1.189	"eminent, popular, and captivating"	2
32.04	5	2	708400	friendTraitBlock	0.866	happy and cheerful	2
41.052	5	2	717412	friendTraitBlock	1.042	"brave, courageous"	2
52.066	5	2	728426	friendRoleBlock	2.771	barters with others on behalf of the group	2
61.078	5	2	737438	friendRoleBlock	0.875	leads the group	2
70.09	5	2	746450	friendRoleBlock	1.797	shares gossip with the group	2
81.103	5	2	757463	friendRoleBlock	2.173	challenges the morals and norms of the group	2
92.117	5	2	768477	friendRoleBlock	1.879	shares study notes with others	2
103.131	5	2	779491	selfRoleBlock	2.347	challenges others' authority in the group	2
112.143	5	2	788503	selfRoleBlock	2.048	helps people with physically demanding tasks	2
124.718	5	2	801078	selfRoleBlock	1.495	gives others in the group false hope	2
135.731	5	2	812091	selfRoleBlock	1.595	reminds others of their obligations	2
142.742	5	2	819102	selfRoleBlock	1.891	hoards the group's resources for the future	2
157.127	5	2	833487	selfRoleBlock	1.268	shares study notes with others	2
166.139	5	2	842499	selfRoleBlock	1.562	maintains the group's traditions and rituals	2
173.15	5	2	849510	selfRoleBlock	1.175	keeps others on schedule	2
184.163	5	2	860523	selfRoleBlock	1.434	finds new opportunities for the group	2
195.177	5	2	871537	selfRoleBlock	2.023	organizes and coordinates the group's plans	2
208.192	5	2	884552	friendRoleBlock	1.896	creates rules for the group	2
221.075	5	2	897435	friendRoleBlock	1.01	provides emotional support to the group	2
230.087	5	2	906447	friendRoleBlock	0.872	throws parties for the group	2
238.335	5	2	914695	friendRoleBlock	1.557	organizes and coordinates the group's plans	2
247.82	5	2	924180	friendRoleBlock	1.248	motivates others to a common goal	2
262.829	5	2	939189	selfTraitBlock	1.824	"eminent, popular, and captivating"	2
271.841	5	2	948201	selfTraitBlock	1.158	"relaxed, handles stress well"	2
281.393	5	2	957753	selfTraitBlock	1.24	"passionate, opinionated"	2
292.406	5	2	968766	selfTraitBlock	1.398	reckless and impulsive	2
303.42	5	2	979780	selfTraitBlock	1.05	greedy or power-hungry	2
314.434	5	2	990794	friendTraitBlock	2.079	apathetic or indifferent	2
323.446	5	2	999806	friendTraitBlock	0.875	"trustworthy, faithful"	2
334.459	5	2	1010819	friendTraitBlock	0.981	"outgoing, sociable"	2
341.469	5	2	1017829	friendTraitBlock	0.901	"spontaneous, adventuresome"	2
351.204	5	2	1027564	friendTraitBlock	2.4	"sentimental and sensitive, experiencing emotions strongly"	2
366.213	5	2	1042573	selfGroupBlock	1.213	Christians	2
375.225	5	2	1051585	selfGroupBlock	0.986	conservatives	2
384.237	5	2	1060597	selfGroupBlock	0.868	nerds	2
395.25	5	2	1071610	selfGroupBlock	0.835	hipsters	2
406.264	5	2	1082624	selfGroupBlock	0.759	students	2
417.278	5	2	1093638	friendGroupBlock	1.053	Asian	2
426.29	5	2	1102650	friendGroupBlock	0.671	women	2
435.65	5	2	1112010	friendGroupBlock	0.781	Christians	2
443.823	5	2	1120183	friendGroupBlock	0.62	hipsters	2
454.837	5	2	1131197	friendGroupBlock	0.657	Middle Eastern	2
469.846	5	2	1146206	selfTraitBlock	1.454	apathetic or indifferent	2
480.86	5	2	1157220	selfTraitBlock	1.037	arrogant or full of themselves	2
491.873	5	2	1168233	selfTraitBlock	0.913	happy and cheerful	2
498.884	5	2	1175244	selfTraitBlock	1.005	"brave, courageous"	2
508.053	5	2	1184413	selfTraitBlock	0.778	"outgoing, sociable"	2
1	5	2	1248917	friendRoleBlock	2.566	keeps the group from dangerous or risky ventures	3
8.019	5	2	1255936	friendRoleBlock	2.866	excludes unpopular or unwanted others from the group	3
19.032	5	2	1266949	friendRoleBlock	1.739	gives others in the group false hope	3
28.044	5	2	1275961	friendRoleBlock	1.246	helps others find their aspirations	3
39.058	5	2	1286975	friendRoleBlock	1.94	keeps others on schedule	3
52.073	5	2	1299990	friendRoleBlock	1.462	helps people with physically demanding tasks	3
63.868	5	2	1311785	friendRoleBlock	1.667	cleans and tidies up after others	3
74.881	5	2	1322798	friendRoleBlock	2.383	deceives others in the group for amusement or pleasure	3
83.893	5	2	1331810	friendRoleBlock	2.623	ensures others in the group act morally	3
94.126	5	2	1342043	friendRoleBlock	1.891	helps others find romantic partners	3
106.295	5	2	1354212	selfGroupBlock	0.925	Asian	3
117.308	5	2	1365225	selfGroupBlock	1.375	commuter students	3
126.428	5	2	1374345	selfGroupBlock	0.658	Muslims	3
135.44	5	2	1383357	selfGroupBlock	0.972	fraternity or sorority members	3
142.758	5	2	1390675	selfGroupBlock	0.63	women	3
157.775	5	2	1405692	selfTraitBlock	1.491	"dull, unintelligent"	3
166.787	5	2	1414704	selfTraitBlock	0.792	"depressed, blue"	3
177.8	5	2	1425717	selfTraitBlock	1.559	"prone to boredom, listless"	3
188.814	5	2	1436731	selfTraitBlock	1.614	"sentimental and sensitive, experiencing emotions strongly"	3
195.824	5	2	1443741	selfTraitBlock	0.775	"trustworthy, faithful"	3
208.84	5	2	1456757	friendTraitBlock	1.372	"passionate, opinionated"	3
219.853	5	2	1467770	friendTraitBlock	1.617	reckless and impulsive	3
226.864	5	2	1474781	friendTraitBlock	1.839	"confident, secure in themselves"	3
235.875	5	2	1483792	friendTraitBlock	1.994	"perverse, having unhealthy habits"	3
246.889	5	2	1494806	friendTraitBlock	0.736	arrogant or full of themselves	3
259.905	5	2	1507822	selfRoleBlock	2.374	challenges the morals and norms of the group	3
272.513	5	2	1520430	selfRoleBlock	1.686	ensures others follow the group's rules	3
281.525	5	2	1529442	selfRoleBlock	1.504	attacks others who harm the group	3
288.535	5	2	1536452	selfRoleBlock	1.07	leads the group	3
299.549	5	2	1547466	selfRoleBlock	1.278	creates rules for the group	3
312.564	5	2	1560481	selfTraitBlock	1.791	"blunt, no-nonsense"	3
323.578	5	2	1571495	selfTraitBlock	2.512	"artistic, appreciating aesthetics"	3
332.59	5	2	1580507	selfTraitBlock	1.234	finds fault with others	3
343.603	5	2	1591520	selfTraitBlock	1.073	healthy and fit	3
352.615	5	2	1600532	selfTraitBlock	1.335	"promiscuous, sleeping around a lot"	3
363.629	5	2	1611546	friendTraitBlock	2.237	"unathletic, weak, or physically limited in some fashion"	3
374.643	5	2	1622560	friendTraitBlock	1.353	gets nervous and anxious easily	3
385.656	5	2	1633573	friendTraitBlock	0.936	"prone to boredom, listless"	3
394.668	5	2	1642585	friendTraitBlock	2.923	perseverant until the task is finished	3
403.68	5	2	1651597	friendTraitBlock	0.693	healthy and fit	3
414.694	5	2	1662611	friendGroupBlock	0.922	students	3
423.706	5	2	1671623	friendGroupBlock	1.529	commuter students	3
430.716	5	2	1678633	friendGroupBlock	0.786	stoners	3
441.73	5	2	1689647	friendGroupBlock	0.587	Muslims	3
452.743	5	2	1700660	friendGroupBlock	0.642	nerds	3
465.759	5	2	1713676	selfRoleBlock	2.312	asks questions when the group is confused	3
474.771	5	2	1722688	selfRoleBlock	1.346	excludes unpopular or unwanted others from the group	3
483.783	5	2	1731700	selfRoleBlock	3.958	ensures others in the group act morally	3
490.793	5	2	1738710	selfRoleBlock	1.889	loosens up the group	3
501.807	5	2	1749724	selfRoleBlock	1.413	deceives others in the group for amusement or pleasure	3
1	5	2	1835823	friendTraitBlock	1.251	hedonistic and pleasure seeking	4
12.014	5	2	1846837	friendTraitBlock	0.668	considerate and kind	4
19.024	5	2	1853847	friendTraitBlock	1.328	"hurried, impatient"	4
30.038	5	2	1864861	friendTraitBlock	0.958	romantic or charming	4
39.049	5	2	1873872	friendTraitBlock	0.861	cold and aloof	4
52.065	5	2	1886888	selfGroupBlock	1.266	White	4
61.077	5	2	1895900	selfGroupBlock	1.045	humanities majors	4
71.409	5	2	1906232	selfGroupBlock	0.646	stoners	4
82.423	5	2	1917246	selfGroupBlock	0.714	Canadians	4
89.433	5	2	1924256	selfGroupBlock	0.783	men	4
104.442	5	2	1939265	selfRoleBlock	1.4	helps others find romantic partners	4
115.456	5	2	1950279	selfRoleBlock	1.075	cleans and tidies up after others	4
122.466	5	2	1957289	selfRoleBlock	1.415	keeps the group from dangerous or risky ventures	4
133.031	5	2	1967854	selfRoleBlock	0.849	entertains the group	4
144.045	5	2	1978868	selfRoleBlock	1.206	shares gossip with the group	4
157.06	5	2	1991883	friendRoleBlock	1.706	shames group members for their mistakes	4
168.074	5	2	2002897	friendRoleBlock	1.334	counsels others in difficult life decisions	4
177.086	5	2	2011909	friendRoleBlock	1.129	resolves conflicts in the group	4
188.1	5	2	2022923	friendRoleBlock	1.346	hoards the group's resources for the future	4
195.118	5	2	2029941	friendRoleBlock	1.081	maintains the group's traditions and rituals	4
208.133	5	2	2042956	selfTraitBlock	0.797	"hurried, impatient"	4
219.147	5	2	2053970	selfTraitBlock	0.648	cold and aloof	4
228.159	5	2	2062982	selfTraitBlock	1.822	"careful about doing things the right way, meticulous"	4
237.171	5	2	2071994	selfTraitBlock	1.335	"callous, caring little for others"	4
248.185	5	2	2083008	selfTraitBlock	1.097	"unathletic, weak, or physically limited in some fashion"	4
259.198	5	2	2094021	friendRoleBlock	1.5	finds new opportunities for the group	4
270.237	5	2	2105060	friendRoleBlock	1.82	asks questions when the group is confused	4
279.249	5	2	2114072	friendRoleBlock	2.091	advises the group on strategy in competitions and games	4
288.261	5	2	2123084	friendRoleBlock	1.204	discovers new knowledge for the group	4
299.274	5	2	2134097	friendRoleBlock	1.27	ensures others follow the group's rules	4
310.288	5	2	2145111	friendTraitBlock	1.454	"blunt, no-nonsense"	4
321.302	5	2	2156125	friendTraitBlock	0.764	"callous, caring little for others"	4
328.312	5	2	2163135	friendTraitBlock	0.843	"jealous, petty"	4
339.326	5	2	2174149	friendTraitBlock	0.762	"promiscuous, sleeping around a lot"	4
348.338	5	2	2183161	friendTraitBlock	2.78	unsatisfied with the way things are	4
363.322	5	2	2198145	selfRoleBlock	1.985	advises the group on strategy in competitions and games	4
372.333	5	2	2207156	selfRoleBlock	1.697	provides emotional support to the group	4
379.344	5	2	2214167	selfRoleBlock	1.449	discovers new knowledge for the group	4
390.357	5	2	2225180	selfRoleBlock	1.399	engages others to be active and fit	4
399.419	5	2	2234242	selfRoleBlock	1.721	divides up and assigns others to tasks	4
414.428	5	2	2249251	selfTraitBlock	1.501	unsatisfied with the way things are	4
423.44	5	2	2258263	selfTraitBlock	0.678	"jealous, petty"	4
430.45	5	2	2265273	selfTraitBlock	3.033	"emotionally needy, craving affirmation or attention"	4
441.464	5	2	2276287	selfTraitBlock	0.74	"spontaneous, adventuresome"	4
450.476	5	2	2285299	selfTraitBlock	1.253	"perverse, having unhealthy habits"	4
465.493	5	2	2300316	friendGroupBlock	1.043	men	4
476.507	5	2	2311330	friendGroupBlock	0.874	fraternity or sorority members	4
483.517	5	2	2318340	friendGroupBlock	2.077	humanities majors	4
492.529	5	2	2327352	friendGroupBlock	1.675	conservatives	4
503.542	5	2	2338365	friendGroupBlock	0.971	White	4
1.008	5	4	67869	selfGroupBlock	2.376	Jewish	1
12.036	5	4	78897	selfGroupBlock	2.34	Canadians	1
21.053	5	4	87914	selfGroupBlock	2.192	conservatives	1
32.081	5	4	98942	selfGroupBlock	1.281	Black	1
41.098	5	4	107959	selfGroupBlock	1.111	White	1
52.116	5	4	118977	friendGroupBlock	1.551	nerds	1
61.133	5	4	127994	friendGroupBlock	1.295	men	1
72.151	5	4	139012	friendGroupBlock	1.635	fraternity or sorority members	1
81.168	5	4	148029	friendGroupBlock	1.231	Muslims	1
88.183	5	4	155044	friendGroupBlock	1.266	liberals	1
103.205	5	4	170066	friendTraitBlock	2.46	"jealous, petty"	1
112.231	5	4	179092	friendTraitBlock	1.788	"compliant, submissive"	1
119.247	5	4	186108	friendTraitBlock	1.415	"promiscuous, sleeping around a lot"	1
130.275	5	4	197136	friendTraitBlock	1.253	happy and cheerful	1
141.293	5	4	208154	friendTraitBlock	1.81	arrogant or full of themselves	1
154.313	5	4	221174	selfRoleBlock	2.873	tutors others in the group	1
161.328	5	4	228189	selfRoleBlock	2.907	hoards the group's resources for the future	1
172.357	5	4	239218	selfRoleBlock	1.453	provides emotional support to the group	1
181.374	5	4	248235	selfRoleBlock	2.022	entertains the group	1
192.402	5	4	259263	selfRoleBlock	2.286	challenges the group's beliefs	1
205.422	5	4	272283	friendTraitBlock	1.681	"depressed, blue"	1
216.45	5	4	283311	friendTraitBlock	1.836	"brave, courageous"	1
225.467	5	4	292328	friendTraitBlock	1.735	reckless and impulsive	1
234.484	5	4	301345	friendTraitBlock	2.743	hedonistic and pleasure seeking	1
241.509	5	4	308370	friendTraitBlock	1.198	"outgoing, sociable"	1
256.53	5	4	323391	selfRoleBlock	4.798	challenges the morals and norms of the group	1
265.547	5	4	332408	selfRoleBlock	1.646	finds new opportunities for the group	1
274.564	5	4	341425	selfRoleBlock	1.699	creates rules for the group	1
285.582	5	4	352443	selfRoleBlock	1.518	engages others to be active and fit	1
292.598	5	4	359459	selfRoleBlock	2.451	deceives others in the group for amusement or pleasure	1
307.629	5	4	374490	friendRoleBlock	2.662	helps others find their aspirations	1
314.644	5	4	381505	friendRoleBlock	1.845	gives others in the group false hope	1
325.662	5	4	392523	friendRoleBlock	2.339	creates rules for the group	1
336.681	5	4	403542	friendRoleBlock	1.756	shares study notes with others	1
345.708	5	4	412569	friendRoleBlock	0.998	entertains the group	1
358.737	5	4	425598	selfTraitBlock	4.372	"perverse, having unhealthy habits"	1
369.756	5	4	436617	selfTraitBlock	2.439	finds fault with others	1
378.783	5	4	445644	selfTraitBlock	1.074	considerate and kind	1
385.798	5	4	452659	selfTraitBlock	4.955	"careful about doing things the right way, meticulous"	1
396.826	5	4	463687	selfTraitBlock	1.309	"artistic, appreciating aesthetics"	1
409.846	5	4	476707	selfTraitBlock	2.488	"persuasive, articulate and even eloquent"	1
420.864	5	4	487725	selfTraitBlock	2.277	"compliant, submissive"	1
427.88	5	4	494741	selfTraitBlock	1.304	"relaxed, handles stress well"	1
438.908	5	4	505769	selfTraitBlock	1.042	"promiscuous, sleeping around a lot"	1
447.925	5	4	514786	selfTraitBlock	1.712	"passionate, opinionated"	1
460.954	5	4	527815	friendRoleBlock	2.93	shames group members for their mistakes	1
469.971	5	4	536832	friendRoleBlock	1.043	leads the group	1
480.99	5	4	547851	friendRoleBlock	1.316	discovers new knowledge for the group	1
488.015	5	4	554876	friendRoleBlock	1.444	asks questions when the group is confused	1
499.033	5	4	565894	friendRoleBlock	2.522	excludes unpopular or unwanted others from the group	1
1.008	5	4	694121	selfGroupBlock	2.065	Christians	2
10.025	5	4	703138	selfGroupBlock	1.101	fraternity or sorority members	2
21.053	5	4	714166	selfGroupBlock	1.84	hipsters	2
28.068	5	4	721181	selfGroupBlock	1.034	liberals	2
39.087	5	4	732200	selfGroupBlock	0.839	Muslims	2
52.116	5	4	745229	selfRoleBlock	2.487	organizes and coordinates the group's plans	2
61.133	5	4	754246	selfRoleBlock	3.582	keeps others on schedule	2
72.152	5	4	765265	selfRoleBlock	1.484	discovers new knowledge for the group	2
81.178	5	4	774291	selfRoleBlock	3.357	ensures others follow the group's rules	2
88.194	5	4	781307	selfRoleBlock	2.721	keeps the group from dangerous or risky ventures	2
103.225	5	4	796338	friendTraitBlock	4.133	"unathletic, weak, or physically limited in some fashion"	2
114.243	5	4	807356	friendTraitBlock	1.537	"eminent, popular, and captivating"	2
125.262	5	4	818375	friendTraitBlock	1.432	healthy and fit	2
132.287	5	4	825400	friendTraitBlock	2.32	apathetic or indifferent	2
141.304	5	4	834417	friendTraitBlock	1.282	cold and aloof	2
154.334	5	4	847447	selfTraitBlock	3.081	"emotionally needy, craving affirmation or attention"	2
165.352	5	4	858465	selfTraitBlock	1.611	"dull, unintelligent"	2
174.369	5	4	867482	selfTraitBlock	1.138	cold and aloof	2
183.395	5	4	876508	selfTraitBlock	1.87	"brave, courageous"	2
194.414	5	4	887527	selfTraitBlock	1.722	reckless and impulsive	2
205.432	5	4	898545	selfTraitBlock	1.749	healthy and fit	2
216.45	5	4	909563	selfTraitBlock	2.578	clever and cunning	2
227.469	5	4	920582	selfTraitBlock	1.644	"confident, secure in themselves"	2
234.494	5	4	927607	selfTraitBlock	4.031	"sentimental and sensitive, experiencing emotions strongly"	2
243.511	5	4	936624	selfTraitBlock	1.127	"outgoing, sociable"	2
256.541	5	4	949654	selfRoleBlock	1.644	leads the group	2
263.566	5	4	956679	selfRoleBlock	1.622	helps others find their aspirations	2
272.583	5	4	965696	selfRoleBlock	5.264	divides up and assigns others to tasks	2
283.611	5	4	976724	selfRoleBlock	3.24	lets others in the group take advantage of them	2
294.629	5	4	987742	selfRoleBlock	4.14	advises the group on strategy in competitions and games	2
307.649	5	4	1000762	friendRoleBlock	2.536	finds new opportunities for the group	2
316.666	5	4	1009779	friendRoleBlock	1.626	motivates others to a common goal	2
323.681	5	4	1016794	friendRoleBlock	2.172	maintains the group's traditions and rituals	2
334.7	5	4	1027813	friendRoleBlock	4.181	ensures others in the group act morally	2
345.728	5	4	1038841	friendRoleBlock	3.514	attacks others who harm the group	2
358.748	5	4	1051861	friendGroupBlock	3.99	women	2
367.775	5	4	1060888	friendGroupBlock	1.477	humanities majors	2
376.791	5	4	1069904	friendGroupBlock	0.979	White	2
383.807	5	4	1076920	friendGroupBlock	0.79	Jewish	2
394.835	5	4	1087948	friendGroupBlock	0.87	Christians	2
409.856	5	4	1102969	friendTraitBlock	2.653	"artistic, appreciating aesthetics"	2
420.875	5	4	1113988	friendTraitBlock	3.37	"perverse, having unhealthy habits"	2
427.9	5	4	1121013	friendTraitBlock	1.4	clever and cunning	2
436.917	5	4	1130030	friendTraitBlock	4.055	gets nervous and anxious easily	2
447.945	5	4	1141058	friendTraitBlock	1.473	romantic or charming	2
460.965	5	4	1154078	friendRoleBlock	1.846	loosens up the group	2
471.983	5	4	1165096	friendRoleBlock	3.472	resolves conflicts in the group	2
483.001	5	4	1176114	friendRoleBlock	1.897	lets others in the group take advantage of them	2
492.018	5	4	1185131	friendRoleBlock	3.204	barters with others on behalf of the group	2
501.035	5	4	1194148	friendRoleBlock	2.798	hoards the group's resources for the future	2
1.007	5	4	1268664	selfRoleBlock	2.632	resolves conflicts in the group	3
8.023	5	4	1275680	selfRoleBlock	1.919	shames group members for their mistakes	3
19.051	5	4	1286708	selfRoleBlock	1.833	asks questions when the group is confused	3
28.068	5	4	1295725	selfRoleBlock	2.751	counsels others in difficult life decisions	3
39.096	5	4	1306753	selfRoleBlock	2.847	helps people with physically demanding tasks	3
52.116	5	4	1319773	selfRoleBlock	1.305	shares study notes with others	3
61.143	5	4	1328800	selfRoleBlock	2.925	helps others find romantic partners	3
72.171	5	4	1339828	selfRoleBlock	2.336	attacks others who harm the group	3
79.186	5	4	1346843	selfRoleBlock	3.376	ensures others in the group act morally	3
88.203	5	4	1355860	selfRoleBlock	2.077	cleans and tidies up after others	3
103.224	5	4	1370881	selfTraitBlock	4	unsatisfied with the way things are	3
110.24	5	4	1377897	selfTraitBlock	3.021	gets nervous and anxious easily	3
119.266	5	4	1386923	selfTraitBlock	1.005	"trustworthy, faithful"	3
130.285	5	4	1397942	selfTraitBlock	2.445	"prone to boredom, listless"	3
141.313	5	4	1408970	selfTraitBlock	0.987	"spontaneous, adventuresome"	3
154.333	5	4	1421990	friendRoleBlock	1.939	challenges the morals and norms of the group	3
163.35	5	4	1431007	friendRoleBlock	0.908	challenges the group's beliefs	3
174.378	5	4	1442035	friendRoleBlock	1.359	provides emotional support to the group	3
185.396	5	4	1453053	friendRoleBlock	1.989	challenges others' authority in the group	3
194.413	5	4	1462070	friendRoleBlock	1.747	advises the group on strategy in competitions and games	3
205.431	5	4	1473088	friendGroupBlock	1.439	stoners	3
214.448	5	4	1482105	friendGroupBlock	0.939	conservatives	3
223.465	5	4	1491122	friendGroupBlock	1.05	Black	3
234.483	5	4	1502140	friendGroupBlock	1.442	Buddhists	3
245.502	5	4	1513159	friendGroupBlock	1.224	Asian	3
256.53	5	4	1524187	friendTraitBlock	2.32	"confident, secure in themselves"	3
265.547	5	4	1533204	friendTraitBlock	2.247	"persuasive, articulate and even eloquent"	3
272.572	5	4	1540229	friendTraitBlock	1.603	"cooperative, enjoying working with others"	3
283.59	5	4	1551247	friendTraitBlock	1.593	perseverant until the task is finished	3
292.607	5	4	1560264	friendTraitBlock	1.237	"passionate, opinionated"	3
307.628	5	4	1575285	friendRoleBlock	2.243	helps people with physically demanding tasks	3
318.647	5	4	1586304	friendRoleBlock	1.641	keeps the group from dangerous or risky ventures	3
325.662	5	4	1593319	friendRoleBlock	1.431	shares gossip with the group	3
336.68	5	4	1604337	friendRoleBlock	1.334	organizes and coordinates the group's plans	3
345.697	5	4	1613354	friendRoleBlock	1.37	helps others find romantic partners	3
358.717	5	4	1626374	selfGroupBlock	3.528	commuter students	3
367.734	5	4	1635391	selfGroupBlock	2.527	stoners	3
378.752	5	4	1646409	selfGroupBlock	1.803	Middle Eastern	3
389.77	5	4	1657427	selfGroupBlock	1.559	men	3
398.787	5	4	1666444	selfGroupBlock	1.01	women	3
409.806	5	4	1677463	friendTraitBlock	2.615	"emotionally needy, craving affirmation or attention"	3
418.832	5	4	1686489	friendTraitBlock	2.431	unsatisfied with the way things are	3
429.851	5	4	1697508	friendTraitBlock	1.177	considerate and kind	3
436.876	5	4	1704533	friendTraitBlock	1.287	"hurried, impatient"	3
445.893	5	4	1713550	friendTraitBlock	1.757	greedy or power-hungry	3
460.924	5	4	1728581	selfTraitBlock	2.463	perseverant until the task is finished	3
471.942	5	4	1739599	selfTraitBlock	2.892	"unathletic, weak, or physically limited in some fashion"	3
478.958	5	4	1746615	selfTraitBlock	0.92	"jealous, petty"	3
487.985	5	4	1755642	selfTraitBlock	2.934	hedonistic and pleasure seeking	3
497.001	5	4	1764658	selfTraitBlock	2.022	"callous, caring little for others"	3
1.008	5	4	1831579	selfRoleBlock	4.49	reminds others of their obligations	4
12.026	5	4	1842597	selfRoleBlock	2.529	excludes unpopular or unwanted others from the group	4
23.044	5	4	1853615	selfRoleBlock	2.286	barters with others on behalf of the group	4
32.061	5	4	1862632	selfRoleBlock	2.812	maintains the group's traditions and rituals	4
41.078	5	4	1871649	selfRoleBlock	1.529	loosens up the group	4
52.096	5	4	1882667	selfTraitBlock	2.652	arrogant or full of themselves	4
61.113	5	4	1891684	selfTraitBlock	0.762	greedy or power-hungry	4
72.131	5	4	1902702	selfTraitBlock	0.843	happy and cheerful	4
83.15	5	4	1913721	selfTraitBlock	1.397	apathetic or indifferent	4
90.175	5	4	1920746	selfTraitBlock	0.964	"cooperative, enjoying working with others"	4
103.195	5	4	1933766	friendRoleBlock	2.904	cleans and tidies up after others	4
114.213	5	4	1944784	friendRoleBlock	1.843	divides up and assigns others to tasks	4
123.23	5	4	1953801	friendRoleBlock	2.906	ensures others follow the group's rules	4
130.245	5	4	1960816	friendRoleBlock	1.463	tutors others in the group	4
139.262	5	4	1969833	friendRoleBlock	1.62	counsels others in difficult life decisions	4
154.283	5	4	1984854	friendTraitBlock	1.639	"blunt, no-nonsense"	4
165.302	5	4	1995873	friendTraitBlock	5.286	"sentimental and sensitive, experiencing emotions strongly"	4
174.319	5	4	2004890	friendTraitBlock	0.89	"dull, unintelligent"	4
181.334	5	4	2011905	friendTraitBlock	1.62	"prone to boredom, listless"	4
190.351	5	4	2020922	friendTraitBlock	3.589	"careful about doing things the right way, meticulous"	4
205.382	5	4	2035953	friendTraitBlock	1.975	"trustworthy, faithful"	4
216.4	5	4	2046971	friendTraitBlock	1.807	finds fault with others	4
227.419	5	4	2057990	friendTraitBlock	3.895	"relaxed, handles stress well"	4
234.444	5	4	2065015	friendTraitBlock	2.183	"callous, caring little for others"	4
243.461	5	4	2074032	friendTraitBlock	0.973	"spontaneous, adventuresome"	4
256.491	5	4	2087062	selfGroupBlock	1.512	Buddhists	4
267.509	5	4	2098080	selfGroupBlock	1.08	humanities majors	4
276.526	5	4	2107097	selfGroupBlock	0.926	students	4
285.552	5	4	2116123	selfGroupBlock	1.218	Asian	4
