onset	duration	sample	trial_type	response_time	stimulus	run
345.352	5	1197551	friendTraitBlock	2.503	gets nervous and anxious easily	2
358.361	5	1210560	selfTraitBlock	1.373	relaxed, handles stress well	2
365.369	5	1217568	selfTraitBlock	1.364	jealous, petty	2
376.387	5	1228586	selfTraitBlock	2.086	artistic, appreciating aesthetics	2
385.404	5	1237603	selfTraitBlock	3.247	unathletic, weak, or physically limited in some fashion	2
394.413	5	1246612	selfTraitBlock	2.195	perverse, having unhealthy habits	2
409.422	5	1261621	selfRoleBlock	1.805	shares gossip with the group	2
418.431	5	1270630	selfRoleBlock	1.243	leads the group	2
425.448	5	1277647	selfRoleBlock	2.815	asks questions when the group is confused	2
434.465	5	1286664	selfRoleBlock	2.312	barters with others on behalf of the group	2
445.482	5	1297681	selfRoleBlock	2.433	lets others in the group take advantage of them	2
460.491	5	1312690	selfRoleBlock	2.632	motivates others to a common goal	2
469.5	5	1321699	selfRoleBlock	1.129	throws parties for the group	2
480.517	5	1332716	selfRoleBlock	2.351	helps people with physically demanding tasks	2
489.526	5	1341725	selfRoleBlock	3.21	engages others to be active and fit	2
500.543	5	1352742	selfRoleBlock	3.413	advises the group on strategy in competitions and games	2
1.001	5	1419704	selfRoleBlock	2.469	keeps others on schedule	3
12.018	5	1430721	selfRoleBlock	1.722	discovers new knowledge for the group	3
21.027	5	1439730	selfRoleBlock	1.45	divides up and assigns others to tasks	3
30.036	5	1448739	selfRoleBlock	1.79	challenges the group's beliefs	3
37.053	5	1455756	selfRoleBlock	3.827	hoards the group's resources for the future	3
52.062	5	1470765	selfTraitBlock	2.162	perseverant until the task is finished	3
59.071	5	1477774	selfTraitBlock	1.643	callous, caring little for others	3
68.079	5	1486782	selfTraitBlock	1.514	blunt, no-nonsense	3
79.088	5	1497791	selfTraitBlock	1.041	finds fault with others	3
90.106	5	1508809	selfTraitBlock	2.185	careful about doing things the right way, meticulous	3
103.115	5	1521818	friendGroupBlock	1.757	Asian	3
114.123	5	1532826	friendGroupBlock	1.835	commuter students	3
123.132	5	1541835	friendGroupBlock	0.989	Black	3
132.141	5	1550844	friendGroupBlock	0.855	Jewish	3
139.15	5	1557853	friendGroupBlock	1.527	conservatives	3
154.159	5	1572862	friendRoleBlock	3.161	helps others find romantic partners	3
163.168	5	1581871	friendRoleBlock	2.364	creates rules for the group	3
172.176	5	1590879	friendRoleBlock	2.118	tutors others in the group	3
183.194	5	1601897	friendRoleBlock	3.117	ensures others follow the group's rules	3
190.211	5	1608914	friendRoleBlock	2.833	maintains the group's traditions and rituals	3
205.22	5	1623923	selfTraitBlock	1.432	gets nervous and anxious easily	3
216.229	5	1634932	selfTraitBlock	1.418	hedonistic and pleasure seeking	3
225.238	5	1643941	selfTraitBlock	1.026	happy and cheerful	3
232.246	5	1650949	selfTraitBlock	1.054	greedy or power-hungry	3
243.255	5	1661958	selfTraitBlock	1.342	compliant, submissive	3
256.264	5	1674967	friendRoleBlock	2.593	reminds others of their obligations	3
267.281	5	1685984	friendRoleBlock	3.723	deceives others in the group for amusement or pleasure	3
274.298	5	1693001	friendRoleBlock	2.393	provides emotional support to the group	3
283.316	5	1702019	friendRoleBlock	2.585	counsels others in difficult life decisions	3
294.333	5	1713036	friendRoleBlock	2.578	lets others in the group take advantage of them	3
307.342	5	1726045	selfGroupBlock	1.708	conservatives	3
314.35	5	1733053	selfGroupBlock	1.042	White	3
325.359	5	1744062	selfGroupBlock	1.087	Buddhists	3
334.368	5	1753071	selfGroupBlock	0.781	Asian	3
343.377	5	1762080	selfGroupBlock	1.143	commuter students	3
358.386	5	1777089	selfRoleBlock	2.633	deceives others in the group for amusement or pleasure	3
367.395	5	1786098	selfRoleBlock	1.979	entertains the group	3
378.404	5	1797107	selfRoleBlock	1.389	helps others find romantic partners	3
389.413	5	1808116	selfRoleBlock	1.83	attacks others who harm the group	3
398.421	5	1817124	selfRoleBlock	1.257	creates rules for the group	3
409.43	5	1828133	friendTraitBlock	3.037	unsatisfied with the way things are	3
418.448	5	1837151	friendTraitBlock	1.941	unathletic, weak, or physically limited in some fashion	3
429.465	5	1848168	friendTraitBlock	2.55	persuasive, articulate and even eloquent	3
440.474	5	1859177	friendTraitBlock	1.886	perverse, having unhealthy habits	3
447.482	5	1866185	friendTraitBlock	2.069	relaxed, handles stress well	3
460.491	5	1879194	friendTraitBlock	2.03	hedonistic and pleasure seeking	3
471.509	5	1890212	friendTraitBlock	2.546	perseverant until the task is finished	3
480.517	5	1899220	friendTraitBlock	1.508	callous, caring little for others	3
487.526	5	1906229	friendTraitBlock	1.235	reckless and impulsive	3
496.543	5	1915246	friendTraitBlock	2.421	careful about doing things the right way, meticulous	3
1.001	5	1984267	friendRoleBlock	2.267	shares study notes with others	4
12.018	5	1995284	friendRoleBlock	4.175	excludes unpopular or unwanted others from the group	4
21.027	5	2004293	friendRoleBlock	2.132	engages others to be active and fit	4
32.044	5	2015310	friendRoleBlock	2.545	hoards the group's resources for the future	4
39.053	5	2022319	friendRoleBlock	2.6	shares gossip with the group	4
52.062	5	2035328	friendTraitBlock	2.514	emotionally needy, craving affirmation or attention	4
61.07	5	2044336	friendTraitBlock	2.063	spontaneous, adventuresome	4
68.079	5	2051345	friendTraitBlock	1.728	blunt, no-nonsense	4
77.088	5	2060354	friendTraitBlock	0.996	promiscuous, sleeping around a lot	4
88.097	5	2071363	friendTraitBlock	1.985	eminent, popular, and captivating	4
103.106	5	2086372	friendTraitBlock	1.607	arrogant or full of themselves	4
114.115	5	2097381	friendTraitBlock	0.981	jealous, petty	4
121.132	5	2104398	friendTraitBlock	3.984	sentimental and sensitive, experiencing emotions strongly	4
132.141	5	2115407	friendTraitBlock	1.341	happy and cheerful	4
141.15	5	2124416	friendTraitBlock	1.694	dull, unintelligent	4
154.159	5	2137425	selfTraitBlock	1.616	prone to boredom, listless	4
165.168	5	2148434	selfTraitBlock	1.172	unsatisfied with the way things are	4
174.176	5	2157442	selfTraitBlock	1.205	dull, unintelligent	4
181.193	5	2164459	selfTraitBlock	1.342	emotionally needy, craving affirmation or attention	4
190.202	5	2173468	selfTraitBlock	1.996	spontaneous, adventuresome	4
205.211	5	2188477	friendRoleBlock	3.692	finds new opportunities for the group	4
212.22	5	2195486	friendRoleBlock	2.031	loosens up the group	4
223.229	5	2206495	friendRoleBlock	2.015	keeps others on schedule	4
232.238	5	2215504	friendRoleBlock	2.31	leads the group	4
243.247	5	2226513	friendRoleBlock	2.988	gives others in the group false hope	4
256.256	5	2239522	selfRoleBlock	1.922	tutors others in the group	4
267.273	5	2250539	selfRoleBlock	1.389	challenges others' authority in the group	4
276.282	5	2259548	selfRoleBlock	1.849	gives others in the group false hope	4
287.291	5	2270557	selfRoleBlock	2.758	ensures others in the group act morally	4
296.3	5	2279566	selfRoleBlock	1.956	reminds others of their obligations	4
307.308	5	2290574	selfGroupBlock	1.736	nerds	4
316.317	5	2299583	selfGroupBlock	1.107	stoners	4
327.334	5	2310600	selfGroupBlock	1.144	fraternity or sorority members	4
336.343	5	2319609	selfGroupBlock	1.181	liberals	4
343.352	5	2326618	selfGroupBlock	1.378	humanities majors	4
358.361	5	2341627	friendGroupBlock	1.247	Middle Eastern	4
365.37	5	2348636	friendGroupBlock	2.085	humanities majors	4
376.379	5	2359645	friendGroupBlock	1.102	liberals	4
385.388	5	2368654	friendGroupBlock	0.981	men	4
396.396	5	2379662	friendGroupBlock	1.359	Muslims	4
409.406	5	2392672	selfRoleBlock	1.876	helps others find their aspirations	4
418.414	5	2401680	selfRoleBlock	0.898	shares study notes with others	4
425.431	5	2408697	selfRoleBlock	3.342	keeps the group from dangerous or risky ventures	4
434.449	5	2417715	selfRoleBlock	2.698	ensures others follow the group's rules	4
445.457	5	2428723	selfRoleBlock	2.358	resolves conflicts in the group	4
460.467	5	2443733	selfTraitBlock	1.447	hurried, impatient	4
469.475	5	2452741	selfTraitBlock	1.189	clever and cunning	4
480.484	5	2463750	selfTraitBlock	1.436	confident, secure in themselves	4
487.493	5	2470759	selfTraitBlock	1.64	romantic or charming	4
496.502	5	2479768	selfTraitBlock	0.93	cold and aloof	4
