onset	duration	sample	trial_type	response_time	stimulus	run
496.532	5	872684	selfRoleBlock	1.667	tutors others in the group	1
1	5	973247	friendGroupBlock	2.369	commuter students	2
12.009	5	984256	friendGroupBlock	0.956	Canadians	2
19.018	5	991265	friendGroupBlock	1.243	humanities majors	2
28.026	5	1000273	friendGroupBlock	0.821	Buddhists	2
37.035	5	1009282	friendGroupBlock	0.898	hipsters	2
52.044	5	1024291	friendRoleBlock	1.643	helps others find romantic partners	2
61.061	5	1033308	friendRoleBlock	1.989	counsels others in difficult life decisions	2
72.07	5	1044317	friendRoleBlock	1.826	leads the group	2
79.079	5	1051326	friendRoleBlock	3.295	keeps others on schedule	2
90.088	5	1062335	friendRoleBlock	1.726	tutors others in the group	2
103.096	5	1075343	selfTraitBlock	3.396	promiscuous, sleeping around a lot	2
110.105	5	1082352	selfTraitBlock	2.18	spontaneous, adventuresome	2
121.114	5	1093361	selfTraitBlock	2.344	relaxed, handles stress well	2
132.123	5	1104370	selfTraitBlock	1.865	apathetic or indifferent	2
141.132	5	1113379	selfTraitBlock	2.412	unsatisfied with the way things are	2
154.14	5	1126387	friendTraitBlock	2.046	prone to boredom, listless	2
161.157	5	1133404	friendTraitBlock	2.328	artistic, appreciating aesthetics	2
170.175	5	1142422	friendTraitBlock	1.649	cooperative, enjoying working with others	2
181.183	5	1153430	friendTraitBlock	1.001	clever and cunning	2
192.192	5	1164439	friendTraitBlock	1.84	finds fault with others	2
205.201	5	1177448	friendRoleBlock	3.923	keeps the group from dangerous or risky ventures	2
212.218	5	1184465	friendRoleBlock	2.707	barters with others on behalf of the group	2
223.227	5	1195474	friendRoleBlock	0.976	shares gossip with the group	2
234.236	5	1206483	friendRoleBlock	4.563	resolves conflicts in the group	2
243.253	5	1215500	friendRoleBlock	2.591	gives others in the group false hope	2
256.262	5	1228509	selfRoleBlock	3.423	attacks others who harm the group	2
263.271	5	1235518	selfRoleBlock	1.486	throws parties for the group	2
274.279	5	1246526	selfRoleBlock	2.351	reminds others of their obligations	2
285.297	5	1257544	selfRoleBlock	1.865	discovers new knowledge for the group	2
294.305	5	1266552	selfRoleBlock	1.595	keeps others on schedule	2
307.314	5	1279561	selfGroupBlock	0.867	Canadians	2
318.323	5	1290570	selfGroupBlock	1.333	Jewish	2
327.332	5	1299579	selfGroupBlock	1.95	stoners	2
334.341	5	1306588	selfGroupBlock	0.795	Muslims	2
345.349	5	1317596	selfGroupBlock	2.535	women	2
358.358	5	1330605	selfTraitBlock	2.101	perseverant until the task is finished	2
369.367	5	1341614	selfTraitBlock	1.814	greedy or power-hungry	2
378.376	5	1350623	selfTraitBlock	1.271	callous, caring little for others	2
385.385	5	1357632	selfTraitBlock	1.691	reckless and impulsive	2
394.402	5	1366649	selfTraitBlock	1.836	emotionally needy, craving affirmation or attention	2
409.411	5	1381658	friendTraitBlock	1.506	trustworthy, faithful	2
416.419	5	1388666	friendTraitBlock	3.602	perseverant until the task is finished	2
425.428	5	1397675	friendTraitBlock	0.968	happy and cheerful	2
436.437	5	1408684	friendTraitBlock	3.153	hedonistic and pleasure seeking	2
445.446	5	1417693	friendTraitBlock	2.278	romantic or charming	2
460.455	5	1432702	selfRoleBlock	3.289	deceives others in the group for amusement or pleasure	2
471.464	5	1443711	selfRoleBlock	2.594	ensures others in the group act morally	2
482.481	5	1454728	selfRoleBlock	2.319	organizes and coordinates the group's plans	2
491.498	5	1463745	selfRoleBlock	2.273	maintains the group's traditions and rituals	2
500.515	5	1472762	selfRoleBlock	2.868	barters with others on behalf of the group	2
1	5	1552082	selfRoleBlock	2.791	engages others to be active and fit	3
10.009	5	1561091	selfRoleBlock	1.833	divides up and assigns others to tasks	3
19.018	5	1570100	selfRoleBlock	3.095	leads the group	3
30.035	5	1581117	selfRoleBlock	2.159	asks questions when the group is confused	3
37.052	5	1588134	selfRoleBlock	2.632	advises the group on strategy in competitions and games	3
52.061	5	1603143	friendTraitBlock	2.908	careful about doing things the right way, meticulous	3
59.07	5	1610152	friendTraitBlock	1.278	passionate, opinionated	3
70.078	5	1621160	friendTraitBlock	1.605	healthy and fit	3
81.087	5	1632169	friendTraitBlock	3.479	confident, secure in themselves	3
90.096	5	1641178	friendTraitBlock	1.119	spontaneous, adventuresome	3
103.105	5	1654187	selfRoleBlock	3.584	keeps the group from dangerous or risky ventures	3
112.114	5	1663196	selfRoleBlock	1.619	provides emotional support to the group	3
121.122	5	1672204	selfRoleBlock	4.909	helps others find their aspirations	3
128.131	5	1679213	selfRoleBlock	1.236	shares study notes with others	3
139.148	5	1690230	selfRoleBlock	3.031	lets others in the group take advantage of them	3
154.157	5	1705239	selfGroupBlock	1.61	Asian	3
163.166	5	1714248	selfGroupBlock	0.966	liberals	3
172.175	5	1723257	selfGroupBlock	1.626	Christians	3
183.184	5	1734266	selfGroupBlock	1.079	men	3
194.193	5	1745275	selfGroupBlock	0.932	White	3
205.201	5	1756283	friendGroupBlock	0.99	Black	3
216.21	5	1767292	friendGroupBlock	1.453	conservatives	3
225.219	5	1776301	friendGroupBlock	2.195	Christians	3
234.228	5	1785310	friendGroupBlock	2.076	fraternity or sorority members	3
245.237	5	1796319	friendGroupBlock	1.764	Asian	3
256.245	5	1807327	selfTraitBlock	1.71	considerate and kind	3
265.254	5	1816336	selfTraitBlock	1.234	cooperative, enjoying working with others	3
274.263	5	1825345	selfTraitBlock	2.314	perverse, having unhealthy habits	3
285.28	5	1836362	selfTraitBlock	4.182	unathletic, weak, or physically limited in some fashion	3
292.289	5	1843371	selfTraitBlock	2.126	romantic or charming	3
307.298	5	1858380	friendRoleBlock	2.521	organizes and coordinates the group's plans	3
318.315	5	1869397	friendRoleBlock	5.523	asks questions when the group is confused	3
327.315	5	1878397	friendRoleBlock	1.12	finds new opportunities for the group	3
334.332	5	1885414	friendRoleBlock	1.595	motivates others to a common goal	3
343.349	5	1894431	friendRoleBlock	1.252	throws parties for the group	3
358.358	5	1909440	selfTraitBlock	3.1	eminent, popular, and captivating	3
365.375	5	1916457	selfTraitBlock	2.292	arrogant or full of themselves	3
374.384	5	1925466	selfTraitBlock	1.466	finds fault with others	3
383.393	5	1934475	selfTraitBlock	1.77	brave, courageous	3
394.402	5	1945484	selfTraitBlock	2.038	outgoing, sociable	3
409.411	5	1960493	friendTraitBlock	3.133	blunt, no-nonsense	3
420.42	5	1971502	friendTraitBlock	3.709	relaxed, handles stress well	3
431.429	5	1982511	friendTraitBlock	3.344	hurried, impatient	3
438.446	5	1989528	friendTraitBlock	4.696	persuasive, articulate and even eloquent	3
447.463	5	1998545	friendTraitBlock	2.341	gets nervous and anxious easily	3
460.472	5	2011554	friendRoleBlock	4.564	cleans and tidies up after others	3
469.489	5	2020571	friendRoleBlock	2.848	excludes unpopular or unwanted others from the group	3
480.497	5	2031579	friendRoleBlock	1.94	creates rules for the group	3
491.515	5	2042597	friendRoleBlock	3.053	challenges the morals and norms of the group	3
500.523	5	2051605	friendRoleBlock	2.004	entertains the group	3
1	5	2120600	friendGroupBlock	1.933	men	4
12.009	5	2131609	friendGroupBlock	0.977	Jewish	4
23.018	5	2142618	friendGroupBlock	1.403	women	4
32.027	5	2151627	friendGroupBlock	0.989	Middle Eastern	4
41.035	5	2160635	friendGroupBlock	0.925	students	4
52.044	5	2171644	selfRoleBlock	1.911	creates rules for the group	4
59.061	5	2178661	selfRoleBlock	1.167	helps others find romantic partners	4
68.07	5	2187670	selfRoleBlock	3.527	shames group members for their mistakes	4
79.079	5	2198679	selfRoleBlock	1.662	entertains the group	4
88.088	5	2207688	selfRoleBlock	1.359	resolves conflicts in the group	4
103.097	5	2222697	friendTraitBlock	2.952	emotionally needy, craving affirmation or attention	4
114.106	5	2233706	friendTraitBlock	3.421	arrogant or full of themselves	4
121.114	5	2240714	friendTraitBlock	3.65	apathetic or indifferent	4
130.123	5	2249723	friendTraitBlock	1.646	dull, unintelligent	4
141.132	5	2260732	friendTraitBlock	1.575	cold and aloof	4
154.141	5	2273741	selfTraitBlock	1.607	dull, unintelligent	4
163.149	5	2282749	selfTraitBlock	2.722	trustworthy, faithful	4
174.167	5	2293767	selfTraitBlock	2.292	persuasive, articulate and even eloquent	4
185.184	5	2304784	selfTraitBlock	3.689	careful about doing things the right way, meticulous	4
194.193	5	2313793	selfTraitBlock	1.639	cold and aloof	4
205.201	5	2324801	selfTraitBlock	5.058	happy and cheerful	4
216.202	5	2335802	selfTraitBlock	1.859	passionate, opinionated	4
227.211	5	2346811	selfTraitBlock	1.596	clever and cunning	4
236.219	5	2355819	selfTraitBlock	2.011	compliant, submissive	4
243.228	5	2362828	selfTraitBlock	4.275	confident, secure in themselves	4
256.237	5	2375837	friendRoleBlock	1.545	attacks others who harm the group	4
267.246	5	2386846	friendRoleBlock	3.527	reminds others of their obligations	4
276.263	5	2395863	friendRoleBlock	1.624	discovers new knowledge for the group	4
285.272	5	2404872	friendRoleBlock	1.851	loosens up the group	4
292.289	5	2411889	friendRoleBlock	3.642	challenges others' authority in the group	4
307.298	5	2426898	friendTraitBlock	1.439	considerate and kind	4
318.307	5	2437907	friendTraitBlock	1.031	brave, courageous	4
327.315	5	2446915	friendTraitBlock	2.637	eminent, popular, and captivating	4
336.324	5	2455924	friendTraitBlock	0.983	greedy or power-hungry	4
343.341	5	2462941	friendTraitBlock	2.389	sentimental and sensitive, experiencing emotions strongly	4
358.35	5	2477950	selfGroupBlock	2.239	fraternity or sorority members	4
369.359	5	2488959	selfGroupBlock	1.324	hipsters	4
376.368	5	2495968	selfGroupBlock	1.376	nerds	4
385.376	5	2504976	selfGroupBlock	1.427	conservatives	4
394.385	5	2513985	selfGroupBlock	0.918	Middle Eastern	4
409.394	5	2528994	selfRoleBlock	4.109	hoards the group's resources for the future	4
418.411	5	2538011	selfRoleBlock	1.796	helps people with physically demanding tasks	4
427.42	5	2547020	selfRoleBlock	1.978	finds new opportunities for the group	4
434.429	5	2554029	selfRoleBlock	3.742	motivates others to a common goal	4
445.446	5	2565046	selfRoleBlock	2.034	counsels others in difficult life decisions	4
460.455	5	2580055	friendRoleBlock	1.509	maintains the group's traditions and rituals	4
471.464	5	2591064	friendRoleBlock	3.024	engages others to be active and fit	4
480.481	5	2600081	friendRoleBlock	2.019	deceives others in the group for amusement or pleasure	4
487.498	5	2607098	friendRoleBlock	2.955	helps people with physically demanding tasks	4
496.515	5	2616115	friendRoleBlock	3.65	hoards the group's resources for the future	4
