onset	duration	sample	trial_type	response_time	stimulus	run
88.203	5	1355860	selfRoleBlock	2.077	cleans and tidies up after others	3
103.224	5	1370881	selfTraitBlock	4	unsatisfied with the way things are	3
110.24	5	1377897	selfTraitBlock	3.021	gets nervous and anxious easily	3
119.266	5	1386923	selfTraitBlock	1.005	trustworthy, faithful	3
130.285	5	1397942	selfTraitBlock	2.445	prone to boredom, listless	3
141.313	5	1408970	selfTraitBlock	0.987	spontaneous, adventuresome	3
154.333	5	1421990	friendRoleBlock	1.939	challenges the morals and norms of the group	3
163.35	5	1431007	friendRoleBlock	0.908	challenges the group's beliefs	3
174.378	5	1442035	friendRoleBlock	1.359	provides emotional support to the group	3
185.396	5	1453053	friendRoleBlock	1.989	challenges others' authority in the group	3
194.413	5	1462070	friendRoleBlock	1.747	advises the group on strategy in competitions and games	3
205.431	5	1473088	friendGroupBlock	1.439	stoners	3
214.448	5	1482105	friendGroupBlock	0.939	conservatives	3
223.465	5	1491122	friendGroupBlock	1.05	Black	3
234.483	5	1502140	friendGroupBlock	1.442	Buddhists	3
245.502	5	1513159	friendGroupBlock	1.224	Asian	3
256.53	5	1524187	friendTraitBlock	2.32	confident, secure in themselves	3
265.547	5	1533204	friendTraitBlock	2.247	persuasive, articulate and even eloquent	3
272.572	5	1540229	friendTraitBlock	1.603	cooperative, enjoying working with others	3
283.59	5	1551247	friendTraitBlock	1.593	perseverant until the task is finished	3
292.607	5	1560264	friendTraitBlock	1.237	passionate, opinionated	3
307.628	5	1575285	friendRoleBlock	2.243	helps people with physically demanding tasks	3
318.647	5	1586304	friendRoleBlock	1.641	keeps the group from dangerous or risky ventures	3
325.662	5	1593319	friendRoleBlock	1.431	shares gossip with the group	3
336.68	5	1604337	friendRoleBlock	1.334	organizes and coordinates the group's plans	3
345.697	5	1613354	friendRoleBlock	1.37	helps others find romantic partners	3
358.717	5	1626374	selfGroupBlock	3.528	commuter students	3
367.734	5	1635391	selfGroupBlock	2.527	stoners	3
378.752	5	1646409	selfGroupBlock	1.803	Middle Eastern	3
389.77	5	1657427	selfGroupBlock	1.559	men	3
398.787	5	1666444	selfGroupBlock	1.01	women	3
409.806	5	1677463	friendTraitBlock	2.615	emotionally needy, craving affirmation or attention	3
418.832	5	1686489	friendTraitBlock	2.431	unsatisfied with the way things are	3
429.851	5	1697508	friendTraitBlock	1.177	considerate and kind	3
436.876	5	1704533	friendTraitBlock	1.287	hurried, impatient	3
445.893	5	1713550	friendTraitBlock	1.757	greedy or power-hungry	3
460.924	5	1728581	selfTraitBlock	2.463	perseverant until the task is finished	3
471.942	5	1739599	selfTraitBlock	2.892	unathletic, weak, or physically limited in some fashion	3
478.958	5	1746615	selfTraitBlock	0.92	jealous, petty	3
487.985	5	1755642	selfTraitBlock	2.934	hedonistic and pleasure seeking	3
497.001	5	1764658	selfTraitBlock	2.022	callous, caring little for others	3
1.008	5	1831579	selfRoleBlock	4.49	reminds others of their obligations	4
12.026	5	1842597	selfRoleBlock	2.529	excludes unpopular or unwanted others from the group	4
23.044	5	1853615	selfRoleBlock	2.286	barters with others on behalf of the group	4
32.061	5	1862632	selfRoleBlock	2.812	maintains the group's traditions and rituals	4
41.078	5	1871649	selfRoleBlock	1.529	loosens up the group	4
52.096	5	1882667	selfTraitBlock	2.652	arrogant or full of themselves	4
61.113	5	1891684	selfTraitBlock	0.762	greedy or power-hungry	4
72.131	5	1902702	selfTraitBlock	0.843	happy and cheerful	4
83.15	5	1913721	selfTraitBlock	1.397	apathetic or indifferent	4
90.175	5	1920746	selfTraitBlock	0.964	cooperative, enjoying working with others	4
103.195	5	1933766	friendRoleBlock	2.904	cleans and tidies up after others	4
114.213	5	1944784	friendRoleBlock	1.843	divides up and assigns others to tasks	4
123.23	5	1953801	friendRoleBlock	2.906	ensures others follow the group's rules	4
130.245	5	1960816	friendRoleBlock	1.463	tutors others in the group	4
139.262	5	1969833	friendRoleBlock	1.62	counsels others in difficult life decisions	4
154.283	5	1984854	friendTraitBlock	1.639	blunt, no-nonsense	4
165.302	5	1995873	friendTraitBlock	5.286	sentimental and sensitive, experiencing emotions strongly	4
174.319	5	2004890	friendTraitBlock	0.89	dull, unintelligent	4
181.334	5	2011905	friendTraitBlock	1.62	prone to boredom, listless	4
190.351	5	2020922	friendTraitBlock	3.589	careful about doing things the right way, meticulous	4
205.382	5	2035953	friendTraitBlock	1.975	trustworthy, faithful	4
216.4	5	2046971	friendTraitBlock	1.807	finds fault with others	4
227.419	5	2057990	friendTraitBlock	3.895	relaxed, handles stress well	4
234.444	5	2065015	friendTraitBlock	2.183	callous, caring little for others	4
243.461	5	2074032	friendTraitBlock	0.973	spontaneous, adventuresome	4
256.491	5	2087062	selfGroupBlock	1.512	Buddhists	4
267.509	5	2098080	selfGroupBlock	1.08	humanities majors	4
276.526	5	2107097	selfGroupBlock	0.926	students	4
285.552	5	2116123	selfGroupBlock	1.218	Asian	4
292.568	5	2123139	selfGroupBlock	1.298	nerds	4
307.589	5	2138160	selfTraitBlock	2.317	hurried, impatient	4
318.607	5	2149178	selfTraitBlock	0.736	depressed, blue	4
325.623	5	2156194	selfTraitBlock	1.31	blunt, no-nonsense	4
336.651	5	2167222	selfTraitBlock	1.47	eminent, popular, and captivating	4
345.668	5	2176239	selfTraitBlock	1.14	romantic or charming	4
358.698	5	2189269	friendGroupBlock	1.695	Middle Eastern	4
367.724	5	2198295	friendGroupBlock	1.426	students	4
378.743	5	2209314	friendGroupBlock	1.557	commuter students	4
385.768	5	2216339	friendGroupBlock	1.113	Canadians	4
394.785	5	2225356	friendGroupBlock	1.277	hipsters	4
409.806	5	2240377	friendRoleBlock	1.506	throws parties for the group	4
418.823	5	2249394	friendRoleBlock	1.489	engages others to be active and fit	4
427.84	5	2258411	friendRoleBlock	2.272	deceives others in the group for amusement or pleasure	4
438.868	5	2269439	friendRoleBlock	2.04	keeps others on schedule	4
449.886	5	2280457	friendRoleBlock	1.264	reminds others of their obligations	4
460.905	5	2291476	selfRoleBlock	1.956	motivates others to a common goal	4
471.933	5	2302504	selfRoleBlock	0.922	shares gossip with the group	4
478.948	5	2309519	selfRoleBlock	0.939	throws parties for the group	4
487.965	5	2318536	selfRoleBlock	2.318	gives others in the group false hope	4
496.982	5	2327553	selfRoleBlock	1.566	challenges others' authority in the group	4
