onset	duration	sample	trial_type	response_time	stimulus	run
460.442	5	2099257	friendGroupBlock	1.597	stoners	3
471.451	5	2110266	friendGroupBlock	2.045	Canadians	3
480.459	5	2119274	friendGroupBlock	1.489	men	3
491.468	5	2130283	friendGroupBlock	2.113	nerds	3
498.477	5	2137292	friendGroupBlock	1.237	Christians	3
1	5	2214696	friendTraitBlock	3.534	trustworthy, faithful	4
12.017	5	2225713	friendTraitBlock	1.864	careful about doing things the right way, meticulous	4
19.026	5	2232722	friendTraitBlock	1.436	happy and cheerful	4
30.035	5	2243731	friendTraitBlock	3.079	perseverant until the task is finished	4
39.044	5	2252740	friendTraitBlock	1.669	prone to boredom, listless	4
52.053	5	2265749	selfRoleBlock	2.652	lets others in the group take advantage of them	4
59.062	5	2272758	selfRoleBlock	1.21	tutors others in the group	4
68.079	5	2281775	selfRoleBlock	2.027	maintains the group's traditions and rituals	4
79.096	5	2292792	selfRoleBlock	2.346	helps people with physically demanding tasks	4
88.105	5	2301801	selfRoleBlock	1.854	keeps others on schedule	4
103.114	5	2316810	selfGroupBlock	2.509	hipsters	4
114.123	5	2327819	selfGroupBlock	1.223	nerds	4
123.132	5	2336828	selfGroupBlock	2.269	humanities majors	4
130.14	5	2343836	selfGroupBlock	1.588	fraternity or sorority members	4
139.149	5	2352845	selfGroupBlock	1.15	Canadians	4
154.158	5	2367854	selfRoleBlock	3.015	helps others find their aspirations	4
161.167	5	2374863	selfRoleBlock	2.811	challenges the group's beliefs	4
172.184	5	2385880	selfRoleBlock	2.481	excludes unpopular or unwanted others from the group	4
181.193	5	2394889	selfRoleBlock	3.186	cleans and tidies up after others	4
192.202	5	2405898	selfRoleBlock	2.503	ensures others in the group act morally	4
205.211	5	2418907	friendRoleBlock	3.763	advises the group on strategy in competitions and games	4
216.22	5	2429916	friendRoleBlock	3.027	ensures others in the group act morally	4
225.229	5	2438925	friendRoleBlock	1.635	helps others find their aspirations	4
236.238	5	2449934	friendRoleBlock	2.721	keeps others on schedule	4
245.255	5	2458951	friendRoleBlock	3.05	keeps the group from dangerous or risky ventures	4
256.264	5	2469960	selfTraitBlock	3.133	persuasive, articulate and even eloquent	4
265.273	5	2478969	selfTraitBlock	1.717	dull, unintelligent	4
276.281	5	2489977	selfTraitBlock	1.835	artistic, appreciating aesthetics	4
287.29	5	2500986	selfTraitBlock	3.165	blunt, no-nonsense	4
294.299	5	2507995	selfTraitBlock	1.932	romantic or charming	4
307.308	5	2521004	friendTraitBlock	2.86	brave, courageous	4
314.317	5	2528013	friendTraitBlock	1.315	compliant, submissive	4
325.326	5	2539022	friendTraitBlock	2.906	unsatisfied with the way things are	4
334.335	5	2548031	friendTraitBlock	3.249	depressed, blue	4
343.352	5	2557048	friendTraitBlock	2.729	persuasive, articulate and even eloquent	4
358.361	5	2572057	friendGroupBlock	3.227	commuter students	4
365.37	5	2579066	friendGroupBlock	0.972	hipsters	4
374.378	5	2588074	friendGroupBlock	1.136	students	4
385.387	5	2599083	friendGroupBlock	2.952	women	4
394.396	5	2608092	friendGroupBlock	1.358	Jewish	4
409.405	5	2623101	selfTraitBlock	3.358	considerate and kind	4
420.414	5	2634110	selfTraitBlock	2.745	jealous, petty	4
429.423	5	2643119	selfTraitBlock	1.731	trustworthy, faithful	4
440.432	5	2654128	selfTraitBlock	2.075	callous, caring little for others	4
449.441	5	2663137	selfTraitBlock	1.642	greedy or power-hungry	4
460.45	5	2674146	friendRoleBlock	3.08	reminds others of their obligations	4
471.467	5	2685163	friendRoleBlock	2.689	finds new opportunities for the group	4
478.484	5	2692180	friendRoleBlock	2.829	organizes and coordinates the group's plans	4
487.501	5	2701197	friendRoleBlock	3.397	helps people with physically demanding tasks	4
496.51	5	2710206	friendRoleBlock	3.481	shares study notes with others	4
