Subject	onset	duration	sample	trial_type	response_time	stimulus	run
2	292.406	5	968766	selfTraitBlock	1.398	reckless and impulsive	2
2	303.42	5	979780	selfTraitBlock	1.05	greedy or power-hungry	2
2	314.434	5	990794	friendTraitBlock	2.079	apathetic or indifferent	2
2	323.446	5	999806	friendTraitBlock	0.875	trustworthy, faithful	2
2	334.459	5	1010819	friendTraitBlock	0.981	outgoing, sociable	2
2	341.469	5	1017829	friendTraitBlock	0.901	spontaneous, adventuresome	2
2	351.204	5	1027564	friendTraitBlock	2.4	sentimental and sensitive, experiencing emotions strongly	2
2	366.213	5	1042573	selfGroupBlock	1.213	Christians	2
2	375.225	5	1051585	selfGroupBlock	0.986	conservatives	2
2	384.237	5	1060597	selfGroupBlock	0.868	nerds	2
2	395.25	5	1071610	selfGroupBlock	0.835	hipsters	2
2	406.264	5	1082624	selfGroupBlock	0.759	students	2
2	417.278	5	1093638	friendGroupBlock	1.053	Asian	2
2	426.29	5	1102650	friendGroupBlock	0.671	women	2
2	435.65	5	1112010	friendGroupBlock	0.781	Christians	2
2	443.823	5	1120183	friendGroupBlock	0.62	hipsters	2
2	454.837	5	1131197	friendGroupBlock	0.657	Middle Eastern	2
2	469.846	5	1146206	selfTraitBlock	1.454	apathetic or indifferent	2
2	480.86	5	1157220	selfTraitBlock	1.037	arrogant or full of themselves	2
2	491.873	5	1168233	selfTraitBlock	0.913	happy and cheerful	2
2	498.884	5	1175244	selfTraitBlock	1.005	brave, courageous	2
2	508.053	5	1184413	selfTraitBlock	0.778	outgoing, sociable	2
2	1	5	1248917	friendRoleBlock	2.566	keeps the group from dangerous or risky ventures	3
2	8.019	5	1255936	friendRoleBlock	2.866	excludes unpopular or unwanted others from the group	3
2	19.032	5	1266949	friendRoleBlock	1.739	gives others in the group false hope	3
2	28.044	5	1275961	friendRoleBlock	1.246	helps others find their aspirations	3
2	39.058	5	1286975	friendRoleBlock	1.94	keeps others on schedule	3
2	52.073	5	1299990	friendRoleBlock	1.462	helps people with physically demanding tasks	3
2	63.868	5	1311785	friendRoleBlock	1.667	cleans and tidies up after others	3
2	74.881	5	1322798	friendRoleBlock	2.383	deceives others in the group for amusement or pleasure	3
2	83.893	5	1331810	friendRoleBlock	2.623	ensures others in the group act morally	3
2	94.126	5	1342043	friendRoleBlock	1.891	helps others find romantic partners	3
2	106.295	5	1354212	selfGroupBlock	0.925	Asian	3
2	117.308	5	1365225	selfGroupBlock	1.375	commuter students	3
2	126.428	5	1374345	selfGroupBlock	0.658	Muslims	3
2	135.44	5	1383357	selfGroupBlock	0.972	fraternity or sorority members	3
2	142.758	5	1390675	selfGroupBlock	0.63	women	3
2	157.775	5	1405692	selfTraitBlock	1.491	dull, unintelligent	3
2	166.787	5	1414704	selfTraitBlock	0.792	depressed, blue	3
2	177.8	5	1425717	selfTraitBlock	1.559	prone to boredom, listless	3
2	188.814	5	1436731	selfTraitBlock	1.614	sentimental and sensitive, experiencing emotions strongly	3
2	195.824	5	1443741	selfTraitBlock	0.775	trustworthy, faithful	3
2	208.84	5	1456757	friendTraitBlock	1.372	passionate, opinionated	3
2	219.853	5	1467770	friendTraitBlock	1.617	reckless and impulsive	3
2	226.864	5	1474781	friendTraitBlock	1.839	confident, secure in themselves	3
2	235.875	5	1483792	friendTraitBlock	1.994	perverse, having unhealthy habits	3
2	246.889	5	1494806	friendTraitBlock	0.736	arrogant or full of themselves	3
2	259.905	5	1507822	selfRoleBlock	2.374	challenges the morals and norms of the group	3
2	272.513	5	1520430	selfRoleBlock	1.686	ensures others follow the group's rules	3
2	281.525	5	1529442	selfRoleBlock	1.504	attacks others who harm the group	3
2	288.535	5	1536452	selfRoleBlock	1.07	leads the group	3
2	299.549	5	1547466	selfRoleBlock	1.278	creates rules for the group	3
2	312.564	5	1560481	selfTraitBlock	1.791	blunt, no-nonsense	3
2	323.578	5	1571495	selfTraitBlock	2.512	artistic, appreciating aesthetics	3
2	332.59	5	1580507	selfTraitBlock	1.234	finds fault with others	3
2	343.603	5	1591520	selfTraitBlock	1.073	healthy and fit	3
2	352.615	5	1600532	selfTraitBlock	1.335	promiscuous, sleeping around a lot	3
2	363.629	5	1611546	friendTraitBlock	2.237	unathletic, weak, or physically limited in some fashion	3
2	374.643	5	1622560	friendTraitBlock	1.353	gets nervous and anxious easily	3
2	385.656	5	1633573	friendTraitBlock	0.936	prone to boredom, listless	3
2	394.668	5	1642585	friendTraitBlock	2.923	perseverant until the task is finished	3
2	403.68	5	1651597	friendTraitBlock	0.693	healthy and fit	3
2	414.694	5	1662611	friendGroupBlock	0.922	students	3
2	423.706	5	1671623	friendGroupBlock	1.529	commuter students	3
2	430.716	5	1678633	friendGroupBlock	0.786	stoners	3
2	441.73	5	1689647	friendGroupBlock	0.587	Muslims	3
2	452.743	5	1700660	friendGroupBlock	0.642	nerds	3
2	465.759	5	1713676	selfRoleBlock	2.312	asks questions when the group is confused	3
2	474.771	5	1722688	selfRoleBlock	1.346	excludes unpopular or unwanted others from the group	3
2	483.783	5	1731700	selfRoleBlock	3.958	ensures others in the group act morally	3
2	490.793	5	1738710	selfRoleBlock	1.889	loosens up the group	3
2	501.807	5	1749724	selfRoleBlock	1.413	deceives others in the group for amusement or pleasure	3
2	1	5	1835823	friendTraitBlock	1.251	hedonistic and pleasure seeking	4
2	12.014	5	1846837	friendTraitBlock	0.668	considerate and kind	4
2	19.024	5	1853847	friendTraitBlock	1.328	hurried, impatient	4
2	30.038	5	1864861	friendTraitBlock	0.958	romantic or charming	4
2	39.049	5	1873872	friendTraitBlock	0.861	cold and aloof	4
2	52.065	5	1886888	selfGroupBlock	1.266	White	4
2	61.077	5	1895900	selfGroupBlock	1.045	humanities majors	4
2	71.409	5	1906232	selfGroupBlock	0.646	stoners	4
2	82.423	5	1917246	selfGroupBlock	0.714	Canadians	4
2	89.433	5	1924256	selfGroupBlock	0.783	men	4
2	104.442	5	1939265	selfRoleBlock	1.4	helps others find romantic partners	4
2	115.456	5	1950279	selfRoleBlock	1.075	cleans and tidies up after others	4
2	122.466	5	1957289	selfRoleBlock	1.415	keeps the group from dangerous or risky ventures	4
2	133.031	5	1967854	selfRoleBlock	0.849	entertains the group	4
2	144.045	5	1978868	selfRoleBlock	1.206	shares gossip with the group	4
2	157.06	5	1991883	friendRoleBlock	1.706	shames group members for their mistakes	4
2	168.074	5	2002897	friendRoleBlock	1.334	counsels others in difficult life decisions	4
2	177.086	5	2011909	friendRoleBlock	1.129	resolves conflicts in the group	4
2	188.1	5	2022923	friendRoleBlock	1.346	hoards the group's resources for the future	4
2	195.118	5	2029941	friendRoleBlock	1.081	maintains the group's traditions and rituals	4
2	208.133	5	2042956	selfTraitBlock	0.797	hurried, impatient	4
2	219.147	5	2053970	selfTraitBlock	0.648	cold and aloof	4
2	228.159	5	2062982	selfTraitBlock	1.822	careful about doing things the right way, meticulous	4
2	237.171	5	2071994	selfTraitBlock	1.335	callous, caring little for others	4
2	248.185	5	2083008	selfTraitBlock	1.097	unathletic, weak, or physically limited in some fashion	4
2	259.198	5	2094021	friendRoleBlock	1.5	finds new opportunities for the group	4
2	270.237	5	2105060	friendRoleBlock	1.82	asks questions when the group is confused	4
2	279.249	5	2114072	friendRoleBlock	2.091	advises the group on strategy in competitions and games	4
2	288.261	5	2123084	friendRoleBlock	1.204	discovers new knowledge for the group	4
2	299.274	5	2134097	friendRoleBlock	1.27	ensures others follow the group's rules	4
2	310.288	5	2145111	friendTraitBlock	1.454	blunt, no-nonsense	4
2	321.302	5	2156125	friendTraitBlock	0.764	callous, caring little for others	4
2	328.312	5	2163135	friendTraitBlock	0.843	jealous, petty	4
2	339.326	5	2174149	friendTraitBlock	0.762	promiscuous, sleeping around a lot	4
2	348.338	5	2183161	friendTraitBlock	2.78	unsatisfied with the way things are	4
2	363.322	5	2198145	selfRoleBlock	1.985	advises the group on strategy in competitions and games	4
2	372.333	5	2207156	selfRoleBlock	1.697	provides emotional support to the group	4
2	379.344	5	2214167	selfRoleBlock	1.449	discovers new knowledge for the group	4
2	390.357	5	2225180	selfRoleBlock	1.399	engages others to be active and fit	4
2	399.419	5	2234242	selfRoleBlock	1.721	divides up and assigns others to tasks	4
2	414.428	5	2249251	selfTraitBlock	1.501	unsatisfied with the way things are	4
2	423.44	5	2258263	selfTraitBlock	0.678	jealous, petty	4
2	430.45	5	2265273	selfTraitBlock	3.033	emotionally needy, craving affirmation or attention	4
2	441.464	5	2276287	selfTraitBlock	0.74	spontaneous, adventuresome	4
2	450.476	5	2285299	selfTraitBlock	1.253	perverse, having unhealthy habits	4
2	465.493	5	2300316	friendGroupBlock	1.043	men	4
2	476.507	5	2311330	friendGroupBlock	0.874	fraternity or sorority members	4
2	483.517	5	2318340	friendGroupBlock	2.077	humanities majors	4
2	492.529	5	2327352	friendGroupBlock	1.675	conservatives	4
2	503.542	5	2338365	friendGroupBlock	0.971	White	4
4	1.008	5	67869	selfGroupBlock	2.376	Jewish	1
4	12.036	5	78897	selfGroupBlock	2.34	Canadians	1
4	21.053	5	87914	selfGroupBlock	2.192	conservatives	1
4	32.081	5	98942	selfGroupBlock	1.281	Black	1
4	41.098	5	107959	selfGroupBlock	1.111	White	1
4	52.116	5	118977	friendGroupBlock	1.551	nerds	1
4	61.133	5	127994	friendGroupBlock	1.295	men	1
4	72.151	5	139012	friendGroupBlock	1.635	fraternity or sorority members	1
4	81.168	5	148029	friendGroupBlock	1.231	Muslims	1
4	88.183	5	155044	friendGroupBlock	1.266	liberals	1
4	103.205	5	170066	friendTraitBlock	2.46	jealous, petty	1
4	112.231	5	179092	friendTraitBlock	1.788	compliant, submissive	1
4	119.247	5	186108	friendTraitBlock	1.415	promiscuous, sleeping around a lot	1
4	130.275	5	197136	friendTraitBlock	1.253	happy and cheerful	1
4	141.293	5	208154	friendTraitBlock	1.81	arrogant or full of themselves	1
4	154.313	5	221174	selfRoleBlock	2.873	tutors others in the group	1
4	161.328	5	228189	selfRoleBlock	2.907	hoards the group's resources for the future	1
4	172.357	5	239218	selfRoleBlock	1.453	provides emotional support to the group	1
4	181.374	5	248235	selfRoleBlock	2.022	entertains the group	1
4	192.402	5	259263	selfRoleBlock	2.286	challenges the group's beliefs	1
4	205.422	5	272283	friendTraitBlock	1.681	depressed, blue	1
4	216.45	5	283311	friendTraitBlock	1.836	brave, courageous	1
4	225.467	5	292328	friendTraitBlock	1.735	reckless and impulsive	1
4	234.484	5	301345	friendTraitBlock	2.743	hedonistic and pleasure seeking	1
4	241.509	5	308370	friendTraitBlock	1.198	outgoing, sociable	1
4	256.53	5	323391	selfRoleBlock	4.798	challenges the morals and norms of the group	1
4	265.547	5	332408	selfRoleBlock	1.646	finds new opportunities for the group	1
4	274.564	5	341425	selfRoleBlock	1.699	creates rules for the group	1
4	285.582	5	352443	selfRoleBlock	1.518	engages others to be active and fit	1
4	292.598	5	359459	selfRoleBlock	2.451	deceives others in the group for amusement or pleasure	1
4	307.629	5	374490	friendRoleBlock	2.662	helps others find their aspirations	1
4	314.644	5	381505	friendRoleBlock	1.845	gives others in the group false hope	1
4	325.662	5	392523	friendRoleBlock	2.339	creates rules for the group	1
4	336.681	5	403542	friendRoleBlock	1.756	shares study notes with others	1
4	345.708	5	412569	friendRoleBlock	0.998	entertains the group	1
4	358.737	5	425598	selfTraitBlock	4.372	perverse, having unhealthy habits	1
4	369.756	5	436617	selfTraitBlock	2.439	finds fault with others	1
4	378.783	5	445644	selfTraitBlock	1.074	considerate and kind	1
4	385.798	5	452659	selfTraitBlock	4.955	careful about doing things the right way, meticulous	1
4	396.826	5	463687	selfTraitBlock	1.309	artistic, appreciating aesthetics	1
4	409.846	5	476707	selfTraitBlock	2.488	persuasive, articulate and even eloquent	1
4	420.864	5	487725	selfTraitBlock	2.277	compliant, submissive	1
4	427.88	5	494741	selfTraitBlock	1.304	relaxed, handles stress well	1
4	438.908	5	505769	selfTraitBlock	1.042	promiscuous, sleeping around a lot	1
4	447.925	5	514786	selfTraitBlock	1.712	passionate, opinionated	1
4	460.954	5	527815	friendRoleBlock	2.93	shames group members for their mistakes	1
4	469.971	5	536832	friendRoleBlock	1.043	leads the group	1
4	480.99	5	547851	friendRoleBlock	1.316	discovers new knowledge for the group	1
4	488.015	5	554876	friendRoleBlock	1.444	asks questions when the group is confused	1
4	499.033	5	565894	friendRoleBlock	2.522	excludes unpopular or unwanted others from the group	1
4	1.008	5	694121	selfGroupBlock	2.065	Christians	2
4	10.025	5	703138	selfGroupBlock	1.101	fraternity or sorority members	2
4	21.053	5	714166	selfGroupBlock	1.84	hipsters	2
4	28.068	5	721181	selfGroupBlock	1.034	liberals	2
4	39.087	5	732200	selfGroupBlock	0.839	Muslims	2
4	52.116	5	745229	selfRoleBlock	2.487	organizes and coordinates the group's plans	2
4	61.133	5	754246	selfRoleBlock	3.582	keeps others on schedule	2
4	72.152	5	765265	selfRoleBlock	1.484	discovers new knowledge for the group	2
4	81.178	5	774291	selfRoleBlock	3.357	ensures others follow the group's rules	2
4	88.194	5	781307	selfRoleBlock	2.721	keeps the group from dangerous or risky ventures	2
4	103.225	5	796338	friendTraitBlock	4.133	unathletic, weak, or physically limited in some fashion	2
4	114.243	5	807356	friendTraitBlock	1.537	eminent, popular, and captivating	2
4	125.262	5	818375	friendTraitBlock	1.432	healthy and fit	2
4	132.287	5	825400	friendTraitBlock	2.32	apathetic or indifferent	2
4	141.304	5	834417	friendTraitBlock	1.282	cold and aloof	2
4	154.334	5	847447	selfTraitBlock	3.081	emotionally needy, craving affirmation or attention	2
4	165.352	5	858465	selfTraitBlock	1.611	dull, unintelligent	2
4	174.369	5	867482	selfTraitBlock	1.138	cold and aloof	2
4	183.395	5	876508	selfTraitBlock	1.87	brave, courageous	2
4	194.414	5	887527	selfTraitBlock	1.722	reckless and impulsive	2
4	205.432	5	898545	selfTraitBlock	1.749	healthy and fit	2
4	216.45	5	909563	selfTraitBlock	2.578	clever and cunning	2
4	227.469	5	920582	selfTraitBlock	1.644	confident, secure in themselves	2
4	234.494	5	927607	selfTraitBlock	4.031	sentimental and sensitive, experiencing emotions strongly	2
4	243.511	5	936624	selfTraitBlock	1.127	outgoing, sociable	2
4	256.541	5	949654	selfRoleBlock	1.644	leads the group	2
4	263.566	5	956679	selfRoleBlock	1.622	helps others find their aspirations	2
4	272.583	5	965696	selfRoleBlock	5.264	divides up and assigns others to tasks	2
4	283.611	5	976724	selfRoleBlock	3.24	lets others in the group take advantage of them	2
4	294.629	5	987742	selfRoleBlock	4.14	advises the group on strategy in competitions and games	2
4	307.649	5	1000762	friendRoleBlock	2.536	finds new opportunities for the group	2
4	316.666	5	1009779	friendRoleBlock	1.626	motivates others to a common goal	2
4	323.681	5	1016794	friendRoleBlock	2.172	maintains the group's traditions and rituals	2
4	334.7	5	1027813	friendRoleBlock	4.181	ensures others in the group act morally	2
4	345.728	5	1038841	friendRoleBlock	3.514	attacks others who harm the group	2
4	358.748	5	1051861	friendGroupBlock	3.99	women	2
4	367.775	5	1060888	friendGroupBlock	1.477	humanities majors	2
4	376.791	5	1069904	friendGroupBlock	0.979	White	2
4	383.807	5	1076920	friendGroupBlock	0.79	Jewish	2
4	394.835	5	1087948	friendGroupBlock	0.87	Christians	2
4	409.856	5	1102969	friendTraitBlock	2.653	artistic, appreciating aesthetics	2
4	420.875	5	1113988	friendTraitBlock	3.37	perverse, having unhealthy habits	2
4	427.9	5	1121013	friendTraitBlock	1.4	clever and cunning	2
4	436.917	5	1130030	friendTraitBlock	4.055	gets nervous and anxious easily	2
4	447.945	5	1141058	friendTraitBlock	1.473	romantic or charming	2
4	460.965	5	1154078	friendRoleBlock	1.846	loosens up the group	2
4	471.983	5	1165096	friendRoleBlock	3.472	resolves conflicts in the group	2
4	483.001	5	1176114	friendRoleBlock	1.897	lets others in the group take advantage of them	2
4	492.018	5	1185131	friendRoleBlock	3.204	barters with others on behalf of the group	2
4	501.035	5	1194148	friendRoleBlock	2.798	hoards the group's resources for the future	2
4	1.007	5	1268664	selfRoleBlock	2.632	resolves conflicts in the group	3
4	8.023	5	1275680	selfRoleBlock	1.919	shames group members for their mistakes	3
4	19.051	5	1286708	selfRoleBlock	1.833	asks questions when the group is confused	3
4	28.068	5	1295725	selfRoleBlock	2.751	counsels others in difficult life decisions	3
4	39.096	5	1306753	selfRoleBlock	2.847	helps people with physically demanding tasks	3
4	52.116	5	1319773	selfRoleBlock	1.305	shares study notes with others	3
4	61.143	5	1328800	selfRoleBlock	2.925	helps others find romantic partners	3
4	72.171	5	1339828	selfRoleBlock	2.336	attacks others who harm the group	3
4	79.186	5	1346843	selfRoleBlock	3.376	ensures others in the group act morally	3
4	88.203	5	1355860	selfRoleBlock	2.077	cleans and tidies up after others	3
4	103.224	5	1370881	selfTraitBlock	4	unsatisfied with the way things are	3
4	110.24	5	1377897	selfTraitBlock	3.021	gets nervous and anxious easily	3
4	119.266	5	1386923	selfTraitBlock	1.005	trustworthy, faithful	3
4	130.285	5	1397942	selfTraitBlock	2.445	prone to boredom, listless	3
4	141.313	5	1408970	selfTraitBlock	0.987	spontaneous, adventuresome	3
4	154.333	5	1421990	friendRoleBlock	1.939	challenges the morals and norms of the group	3
4	163.35	5	1431007	friendRoleBlock	0.908	challenges the group's beliefs	3
4	174.378	5	1442035	friendRoleBlock	1.359	provides emotional support to the group	3
4	185.396	5	1453053	friendRoleBlock	1.989	challenges others' authority in the group	3
4	194.413	5	1462070	friendRoleBlock	1.747	advises the group on strategy in competitions and games	3
4	205.431	5	1473088	friendGroupBlock	1.439	stoners	3
4	214.448	5	1482105	friendGroupBlock	0.939	conservatives	3
4	223.465	5	1491122	friendGroupBlock	1.05	Black	3
4	234.483	5	1502140	friendGroupBlock	1.442	Buddhists	3
4	245.502	5	1513159	friendGroupBlock	1.224	Asian	3
4	256.53	5	1524187	friendTraitBlock	2.32	confident, secure in themselves	3
4	265.547	5	1533204	friendTraitBlock	2.247	persuasive, articulate and even eloquent	3
4	272.572	5	1540229	friendTraitBlock	1.603	cooperative, enjoying working with others	3
4	283.59	5	1551247	friendTraitBlock	1.593	perseverant until the task is finished	3
4	292.607	5	1560264	friendTraitBlock	1.237	passionate, opinionated	3
4	307.628	5	1575285	friendRoleBlock	2.243	helps people with physically demanding tasks	3
4	318.647	5	1586304	friendRoleBlock	1.641	keeps the group from dangerous or risky ventures	3
4	325.662	5	1593319	friendRoleBlock	1.431	shares gossip with the group	3
4	336.68	5	1604337	friendRoleBlock	1.334	organizes and coordinates the group's plans	3
4	345.697	5	1613354	friendRoleBlock	1.37	helps others find romantic partners	3
4	358.717	5	1626374	selfGroupBlock	3.528	commuter students	3
4	367.734	5	1635391	selfGroupBlock	2.527	stoners	3
4	378.752	5	1646409	selfGroupBlock	1.803	Middle Eastern	3
4	389.77	5	1657427	selfGroupBlock	1.559	men	3
4	398.787	5	1666444	selfGroupBlock	1.01	women	3
4	409.806	5	1677463	friendTraitBlock	2.615	emotionally needy, craving affirmation or attention	3
4	418.832	5	1686489	friendTraitBlock	2.431	unsatisfied with the way things are	3
4	429.851	5	1697508	friendTraitBlock	1.177	considerate and kind	3
4	436.876	5	1704533	friendTraitBlock	1.287	hurried, impatient	3
4	445.893	5	1713550	friendTraitBlock	1.757	greedy or power-hungry	3
4	460.924	5	1728581	selfTraitBlock	2.463	perseverant until the task is finished	3
4	471.942	5	1739599	selfTraitBlock	2.892	unathletic, weak, or physically limited in some fashion	3
4	478.958	5	1746615	selfTraitBlock	0.92	jealous, petty	3
4	487.985	5	1755642	selfTraitBlock	2.934	hedonistic and pleasure seeking	3
4	497.001	5	1764658	selfTraitBlock	2.022	callous, caring little for others	3
4	1.008	5	1831579	selfRoleBlock	4.49	reminds others of their obligations	4
4	12.026	5	1842597	selfRoleBlock	2.529	excludes unpopular or unwanted others from the group	4
4	23.044	5	1853615	selfRoleBlock	2.286	barters with others on behalf of the group	4
4	32.061	5	1862632	selfRoleBlock	2.812	maintains the group's traditions and rituals	4
4	41.078	5	1871649	selfRoleBlock	1.529	loosens up the group	4
4	52.096	5	1882667	selfTraitBlock	2.652	arrogant or full of themselves	4
4	61.113	5	1891684	selfTraitBlock	0.762	greedy or power-hungry	4
4	72.131	5	1902702	selfTraitBlock	0.843	happy and cheerful	4
4	83.15	5	1913721	selfTraitBlock	1.397	apathetic or indifferent	4
4	90.175	5	1920746	selfTraitBlock	0.964	cooperative, enjoying working with others	4
4	103.195	5	1933766	friendRoleBlock	2.904	cleans and tidies up after others	4
4	114.213	5	1944784	friendRoleBlock	1.843	divides up and assigns others to tasks	4
4	123.23	5	1953801	friendRoleBlock	2.906	ensures others follow the group's rules	4
4	130.245	5	1960816	friendRoleBlock	1.463	tutors others in the group	4
4	139.262	5	1969833	friendRoleBlock	1.62	counsels others in difficult life decisions	4
4	154.283	5	1984854	friendTraitBlock	1.639	blunt, no-nonsense	4
4	165.302	5	1995873	friendTraitBlock	5.286	sentimental and sensitive, experiencing emotions strongly	4
4	174.319	5	2004890	friendTraitBlock	0.89	dull, unintelligent	4
4	181.334	5	2011905	friendTraitBlock	1.62	prone to boredom, listless	4
4	190.351	5	2020922	friendTraitBlock	3.589	careful about doing things the right way, meticulous	4
4	205.382	5	2035953	friendTraitBlock	1.975	trustworthy, faithful	4
4	216.4	5	2046971	friendTraitBlock	1.807	finds fault with others	4
4	227.419	5	2057990	friendTraitBlock	3.895	relaxed, handles stress well	4
4	234.444	5	2065015	friendTraitBlock	2.183	callous, caring little for others	4
4	243.461	5	2074032	friendTraitBlock	0.973	spontaneous, adventuresome	4
4	256.491	5	2087062	selfGroupBlock	1.512	Buddhists	4
4	267.509	5	2098080	selfGroupBlock	1.08	humanities majors	4
4	276.526	5	2107097	selfGroupBlock	0.926	students	4
4	285.552	5	2116123	selfGroupBlock	1.218	Asian	4
4	292.568	5	2123139	selfGroupBlock	1.298	nerds	4
4	307.589	5	2138160	selfTraitBlock	2.317	hurried, impatient	4
4	318.607	5	2149178	selfTraitBlock	0.736	depressed, blue	4
4	325.623	5	2156194	selfTraitBlock	1.31	blunt, no-nonsense	4
4	336.651	5	2167222	selfTraitBlock	1.47	eminent, popular, and captivating	4
