Subject	onset	duration	sample	trial_type	response_time	stimulus	run
8	369.764	5	1307336	selfTraitBlock	2.827	persuasive, articulate and even eloquent	2
8	378.79	5	1316362	selfTraitBlock	1.048	spontaneous, adventuresome	2
8	385.806	5	1323378	selfTraitBlock	2.271	blunt, no-nonsense	2
8	396.834	5	1334406	selfTraitBlock	1.274	dull, unintelligent	2
8	409.854	5	1347426	friendRoleBlock	3.308	barters with others on behalf of the group	2
8	420.882	5	1358454	friendRoleBlock	1.947	helps others find their aspirations	2
8	427.897	5	1365469	friendRoleBlock	2.249	shares gossip with the group	2
8	438.915	5	1376487	friendRoleBlock	1.971	provides emotional support to the group	2
8	447.932	5	1385504	friendRoleBlock	3.094	attacks others who harm the group	2
8	460.952	5	1398524	selfRoleBlock	2.615	hoards the group's resources for the future	2
8	469.969	5	1407541	selfRoleBlock	1.856	organizes and coordinates the group's plans	2
8	478.996	5	1416568	selfRoleBlock	2.412	divides up and assigns others to tasks	2
8	490.014	5	1427586	selfRoleBlock	2.874	ensures others in the group act morally	2
8	497.039	5	1434611	selfRoleBlock	2.041	motivates others to a common goal	2
8	1.008	5	1506475	friendTraitBlock	3.034	healthy and fit	3
8	12.026	5	1517493	friendTraitBlock	1.937	romantic or charming	3
8	19.041	5	1524508	friendTraitBlock	1.551	hurried, impatient	3
8	28.058	5	1533525	friendTraitBlock	2.851	hedonistic and pleasure seeking	3
8	37.075	5	1542542	friendTraitBlock	3.423	promiscuous, sleeping around a lot	3
8	52.096	5	1557563	friendGroupBlock	1.651	stoners	3
8	63.114	5	1568581	friendGroupBlock	1.433	nerds	3
8	72.131	5	1577598	friendGroupBlock	1.097	Muslims	3
8	81.148	5	1586615	friendGroupBlock	0.972	Canadians	3
8	92.166	5	1597633	friendGroupBlock	1.192	Jewish	3
8	103.184	5	1608651	friendRoleBlock	2.796	ensures others in the group act morally	3
8	110.2	5	1615667	friendRoleBlock	2.378	reminds others of their obligations	3
8	121.228	5	1626695	friendRoleBlock	1.273	entertains the group	3
8	130.245	5	1635712	friendRoleBlock	1.671	motivates others to a common goal	3
8	139.272	5	1644739	friendRoleBlock	1.727	cleans and tidies up after others	3
8	154.293	5	1659760	selfRoleBlock	2.657	creates rules for the group	3
8	163.32	5	1668787	selfRoleBlock	1.283	leads the group	3
8	170.345	5	1675812	selfRoleBlock	1.96	resolves conflicts in the group	3
8	181.373	5	1686840	selfRoleBlock	2.158	shames group members for their mistakes	3
8	190.39	5	1695857	selfRoleBlock	1.59	attacks others who harm the group	3
8	205.421	5	1710888	friendTraitBlock	2.134	finds fault with others	3
8	216.439	5	1721906	friendTraitBlock	1.849	gets nervous and anxious easily	3
8	225.456	5	1730923	friendTraitBlock	2.534	reckless and impulsive	3
8	232.471	5	1737938	friendTraitBlock	1.476	jealous, petty	3
8	243.49	5	1748957	friendTraitBlock	2.379	unsatisfied with the way things are	3
8	256.519	5	1761986	selfTraitBlock	1.888	reckless and impulsive	3
8	267.538	5	1773005	selfTraitBlock	2.995	romantic or charming	3
8	274.563	5	1780030	selfTraitBlock	1.388	gets nervous and anxious easily	3
8	283.58	5	1789047	selfTraitBlock	1.544	passionate, opinionated	3
8	294.608	5	1800075	selfTraitBlock	1.685	confident, secure in themselves	3
8	307.628	5	1813095	selfTraitBlock	2.66	sentimental and sensitive, experiencing emotions strongly	3
8	316.654	5	1822121	selfTraitBlock	1.633	artistic, appreciating aesthetics	3
8	325.671	5	1831138	selfTraitBlock	2.384	careful about doing things the right way, meticulous	3
8	332.686	5	1838153	selfTraitBlock	2.711	compliant, submissive	3
8	343.705	5	1849172	selfTraitBlock	1.854	arrogant or full of themselves	3
8	358.736	5	1864203	friendRoleBlock	3.682	ensures others follow the group's rules	3
8	367.753	5	1873220	friendRoleBlock	1.457	resolves conflicts in the group	3
8	378.781	5	1884248	friendRoleBlock	3.078	helps people with physically demanding tasks	3
8	385.796	5	1891263	friendRoleBlock	3.104	deceives others in the group for amusement or pleasure	3
8	396.815	5	1902282	friendRoleBlock	2.605	divides up and assigns others to tasks	3
8	409.834	5	1915301	selfRoleBlock	2.444	helps others find their aspirations	3
8	416.85	5	1922317	selfRoleBlock	1.991	challenges the group's beliefs	3
8	425.866	5	1931333	selfRoleBlock	2.091	deceives others in the group for amusement or pleasure	3
8	436.885	5	1942352	selfRoleBlock	1.766	helps people with physically demanding tasks	3
8	447.913	5	1953380	selfRoleBlock	2.835	gives others in the group false hope	3
8	460.933	5	1966400	selfGroupBlock	3.584	commuter students	3
8	469.959	5	1975426	selfGroupBlock	1.778	men	3
8	478.976	5	1984443	selfGroupBlock	0.686	students	3
8	485.991	5	1991458	selfGroupBlock	1.039	Buddhists	3
8	497.01	5	2002477	selfGroupBlock	0.979	Middle Eastern	3
8	1.008	5	2073680	friendTraitBlock	2.566	brave, courageous	4
8	8.023	5	2080695	friendTraitBlock	1.3	apathetic or indifferent	4
8	17.04	5	2089712	friendTraitBlock	1.964	eminent, popular, and captivating	4
8	26.057	5	2098729	friendTraitBlock	1.836	prone to boredom, listless	4
8	37.085	5	2109757	friendTraitBlock	2.16	persuasive, articulate and even eloquent	4
8	52.106	5	2124778	friendTraitBlock	3.761	perseverant until the task is finished	4
8	61.123	5	2133795	friendTraitBlock	1.056	cold and aloof	4
8	68.138	5	2140810	friendTraitBlock	1.237	trustworthy, faithful	4
8	77.155	5	2149827	friendTraitBlock	1.202	considerate and kind	4
8	88.173	5	2160845	friendTraitBlock	1.604	arrogant or full of themselves	4
8	103.195	5	2175867	selfTraitBlock	2.323	eminent, popular, and captivating	4
8	112.221	5	2184893	selfTraitBlock	2.126	callous, caring little for others	4
8	119.237	5	2191909	selfTraitBlock	1.453	promiscuous, sleeping around a lot	4
8	130.265	5	2202937	selfTraitBlock	1.198	depressed, blue	4
8	139.282	5	2211954	selfTraitBlock	1.742	cooperative, enjoying working with others	4
8	154.313	5	2226985	selfRoleBlock	3.019	challenges the morals and norms of the group	4
8	161.328	5	2234000	selfRoleBlock	2.367	ensures others follow the group's rules	4
8	170.345	5	2243017	selfRoleBlock	3.184	excludes unpopular or unwanted others from the group	4
8	181.363	5	2254035	selfRoleBlock	1.402	shares study notes with others	4
8	192.381	5	2265053	selfRoleBlock	2.458	asks questions when the group is confused	4
8	205.401	5	2278073	friendRoleBlock	2.257	tutors others in the group	4
8	214.418	5	2287090	friendRoleBlock	3.228	challenges the morals and norms of the group	4
8	225.436	5	2298108	friendRoleBlock	1.548	counsels others in difficult life decisions	4
8	234.453	5	2307125	friendRoleBlock	2.062	maintains the group's traditions and rituals	4
8	241.468	5	2314140	friendRoleBlock	2.087	helps others find romantic partners	4
8	256.489	5	2329161	selfTraitBlock	2.839	jealous, petty	4
8	263.505	5	2336177	selfTraitBlock	1.104	clever and cunning	4
8	272.531	5	2345203	selfTraitBlock	3.017	relaxed, handles stress well	4
8	283.55	5	2356222	selfTraitBlock	2.603	greedy or power-hungry	4
8	294.578	5	2367250	selfTraitBlock	3.206	perseverant until the task is finished	4
8	307.598	5	2380270	selfRoleBlock	2.564	helps others find romantic partners	4
8	314.623	5	2387295	selfRoleBlock	1.837	loosens up the group	4
8	323.64	5	2396312	selfRoleBlock	2.397	advises the group on strategy in competitions and games	4
8	334.668	5	2407340	selfRoleBlock	2.508	entertains the group	4
8	345.686	5	2418358	selfRoleBlock	2.153	reminds others of their obligations	4
8	358.706	5	2431378	friendGroupBlock	1.943	commuter students	4
8	367.723	5	2440395	friendGroupBlock	1.464	men	4
8	376.75	5	2449422	friendGroupBlock	1.274	women	4
8	387.778	5	2460450	friendGroupBlock	1.068	hipsters	4
8	398.796	5	2471468	friendGroupBlock	0.974	Asian	4
8	409.814	5	2482486	selfGroupBlock	1.804	fraternity or sorority members	4
8	418.831	5	2491503	selfGroupBlock	1.27	conservatives	4
8	427.848	5	2500520	selfGroupBlock	1.054	Canadians	4
8	434.863	5	2507535	selfGroupBlock	1.005	hipsters	4
8	445.881	5	2518553	selfGroupBlock	1.035	Jewish	4
8	460.903	5	2533575	friendRoleBlock	2.447	keeps others on schedule	4
8	471.931	5	2544603	friendRoleBlock	1.911	challenges the group's beliefs	4
8	480.948	5	2553620	friendRoleBlock	1.905	finds new opportunities for the group	4
8	489.974	5	2562646	friendRoleBlock	3.027	creates rules for the group	4
8	496.99	5	2569662	friendRoleBlock	1.914	asks questions when the group is confused	4
9	1.007	5	615268	friendTraitBlock	3.274	persuasive, articulate and even eloquent	1
9	12.025	5	626286	friendTraitBlock	2.071	arrogant or full of themselves	1
9	21.042	5	635303	friendTraitBlock	1.392	healthy and fit	1
9	30.059	5	644320	friendTraitBlock	1.626	trustworthy, faithful	1
9	41.077	5	655338	friendTraitBlock	3.149	compliant, submissive	1
9	52.095	5	666356	selfGroupBlock	3.179	hipsters	1
9	63.114	5	677375	selfGroupBlock	1.846	Buddhists	1
9	72.13	5	686391	selfGroupBlock	2.362	humanities majors	1
9	81.147	5	695408	selfGroupBlock	0.778	Jewish	1
9	92.165	5	706426	selfGroupBlock	1.116	stoners	1
9	103.184	5	717445	selfRoleBlock	3.401	motivates others to a common goal	1
9	112.2	5	726461	selfRoleBlock	2.326	excludes unpopular or unwanted others from the group	1
9	121.217	5	735478	selfRoleBlock	2.645	challenges the group's beliefs	1
9	128.232	5	742493	selfRoleBlock	3.606	cleans and tidies up after others	1
9	139.251	5	753512	selfRoleBlock	1.95	shares study notes with others	1
9	154.272	5	768533	friendTraitBlock	2.481	cold and aloof	1
9	165.29	5	779551	friendTraitBlock	2.104	greedy or power-hungry	1
9	176.309	5	790570	friendTraitBlock	3.557	artistic, appreciating aesthetics	1
9	183.324	5	797585	friendTraitBlock	2.449	clever and cunning	1
9	192.341	5	806602	friendTraitBlock	2.839	happy and cheerful	1
9	205.36	5	819621	selfTraitBlock	4.62	promiscuous, sleeping around a lot	1
9	212.376	5	826637	selfTraitBlock	5.477	considerate and kind	1
9	221.382	5	835643	selfTraitBlock	1.488	romantic or charming	1
9	232.401	5	846662	selfTraitBlock	4.379	finds fault with others	1
9	241.417	5	855678	selfTraitBlock	4.521	hurried, impatient	1
9	256.439	5	870700	friendRoleBlock	4.548	maintains the group's traditions and rituals	1
9	267.457	5	881718	friendRoleBlock	4.182	loosens up the group	1
9	276.474	5	890735	friendRoleBlock	3.086	creates rules for the group	1
9	285.49	5	899751	friendRoleBlock	2.422	barters with others on behalf of the group	1
9	296.509	5	910770	friendRoleBlock	5.365	discovers new knowledge for the group	1
9	307.517	5	921778	friendGroupBlock	3.227	liberals	1
9	318.535	5	932796	friendGroupBlock	1.295	nerds	1
9	329.553	5	943814	friendGroupBlock	2.79	fraternity or sorority members	1
9	338.57	5	952831	friendGroupBlock	1.282	Middle Eastern	1
9	347.587	5	961848	friendGroupBlock	1.446	stoners	1
9	358.605	5	972866	selfTraitBlock	4.233	blunt, no-nonsense	1
9	365.62	5	979881	selfTraitBlock	2.738	hedonistic and pleasure seeking	1
9	374.637	5	988898	selfTraitBlock	2.343	trustworthy, faithful	1
9	385.655	5	999916	selfTraitBlock	3.635	healthy and fit	1
9	394.672	5	1008933	selfTraitBlock	1.382	jealous, petty	1
9	409.693	5	1023954	friendRoleBlock	6.036	excludes unpopular or unwanted others from the group	1
9	420.702	5	1034963	friendRoleBlock	5.023	keeps the group from dangerous or risky ventures	1
9	431.7	5	1045961	friendRoleBlock	3.969	lets others in the group take advantage of them	1
9	440.717	5	1054978	friendRoleBlock	2.389	reminds others of their obligations	1
9	447.732	5	1061993	friendRoleBlock	1.478	throws parties for the group	1
9	460.752	5	1075013	selfRoleBlock	2.715	barters with others on behalf of the group	1
9	469.768	5	1084029	selfRoleBlock	1.552	leads the group	1
9	480.787	5	1095048	selfRoleBlock	2.397	discovers new knowledge for the group	1
9	491.805	5	1106066	selfRoleBlock	1.625	keeps others on schedule	1
9	500.822	5	1115083	selfRoleBlock	4.382	counsels others in difficult life decisions	1
9	1.007	5	1194742	selfTraitBlock	4.159	persuasive, articulate and even eloquent	2
9	8.023	5	1201758	selfTraitBlock	3.98	cooperative, enjoying working with others	2
9	19.041	5	1212776	selfTraitBlock	5.431	callous, caring little for others	2
9	30.049	5	1223784	selfTraitBlock	3.046	greedy or power-hungry	2
9	39.066	5	1232801	selfTraitBlock	1.841	careful about doing things the right way, meticulous	2
9	52.086	5	1245821	friendTraitBlock	3.66	hedonistic and pleasure seeking	2
9	63.104	5	1256839	friendTraitBlock	3.556	perverse, having unhealthy habits	2
9	74.122	5	1267857	friendTraitBlock	4.62	apathetic or indifferent	2
9	83.139	5	1276874	friendTraitBlock	1.947	finds fault with others	2
9	92.156	5	1285891	friendTraitBlock	3.252	sentimental and sensitive, experiencing emotions strongly	2
9	103.174	5	1296909	selfRoleBlock	5.563	asks questions when the group is confused	2
9	114.182	5	1307917	selfRoleBlock	2.644	helps people with physically demanding tasks	2
9	123.199	5	1316934	selfRoleBlock	2.283	ensures others in the group act morally	2
9	134.217	5	1327952	selfRoleBlock	5.36	engages others to be active and fit	2
9	141.223	5	1334958	selfRoleBlock	2.737	maintains the group's traditions and rituals	2
9	154.242	5	1347977	selfGroupBlock	1.759	Asian	2
9	165.261	5	1358996	selfGroupBlock	2.025	nerds	2
9	174.277	5	1368012	selfGroupBlock	3.207	liberals	2
9	181.293	5	1375028	selfGroupBlock	1.847	Middle Eastern	2
9	192.311	5	1386046	selfGroupBlock	1.562	conservatives	2
9	205.331	5	1399066	friendRoleBlock	3.306	finds new opportunities for the group	2
9	216.349	5	1410084	friendRoleBlock	1.866	leads the group	2
9	225.366	5	1419101	friendRoleBlock	2.683	counsels others in difficult life decisions	2
9	236.384	5	1430119	friendRoleBlock	3.2	keeps others on schedule	2
9	245.401	5	1439136	friendRoleBlock	3.965	shares study notes with others	2
9	256.419	5	1450154	friendTraitBlock	4.538	spontaneous, adventuresome	2
9	267.437	5	1461172	friendTraitBlock	5.762	perseverant until the task is finished	2
9	278.445	5	1472180	friendTraitBlock	1.762	hurried, impatient	2
9	287.462	5	1481197	friendTraitBlock	2.092	reckless and impulsive	2
9	296.479	5	1490214	friendTraitBlock	2.597	romantic or charming	2
9	307.497	5	1501232	friendGroupBlock	2.725	hipsters	2
9	318.515	5	1512250	friendGroupBlock	1.029	Buddhists	2
9	325.531	5	1519266	friendGroupBlock	1.365	Muslims	2
9	334.547	5	1528282	friendGroupBlock	1.226	students	2
9	345.566	5	1539301	friendGroupBlock	1.078	Black	2
9	358.586	5	1552321	selfTraitBlock	5.348	sentimental and sensitive, experiencing emotions strongly	2
9	369.594	5	1563329	selfTraitBlock	1.269	outgoing, sociable	2
9	376.609	5	1570344	selfTraitBlock	1.892	clever and cunning	2
9	385.626	5	1579361	selfTraitBlock	2.157	perverse, having unhealthy habits	2
9	394.643	5	1588378	selfTraitBlock	2.219	reckless and impulsive	2
9	409.664	5	1603399	selfRoleBlock	4.423	keeps the group from dangerous or risky ventures	2
9	420.682	5	1614417	selfRoleBlock	3.494	attacks others who harm the group	2
9	429.699	5	1623434	selfRoleBlock	2.801	challenges the morals and norms of the group	2
9	436.714	5	1630449	selfRoleBlock	4.664	advises the group on strategy in competitions and games	2
9	445.731	5	1639466	selfRoleBlock	1.678	helps others find romantic partners	2
9	460.752	5	1654487	friendRoleBlock	5.342	deceives others in the group for amusement or pleasure	2
9	471.76	5	1665495	friendRoleBlock	2.397	tutors others in the group	2
9	480.777	5	1674512	friendRoleBlock	1.766	helps others find romantic partners	2
9	491.795	5	1685530	friendRoleBlock	4.572	challenges the group's beliefs	2
9	498.811	5	1692546	friendRoleBlock	3.525	ensures others follow the group's rules	2
9	1.007	5	1769523	selfTraitBlock	2.132	depressed, blue	3
9	10.024	5	1778540	selfTraitBlock	1.613	gets nervous and anxious easily	3
9	17.039	5	1785555	selfTraitBlock	2.093	perseverant until the task is finished	3
9	28.058	5	1796574	selfTraitBlock	2.418	eminent, popular, and captivating	3
9	37.074	5	1805590	selfTraitBlock	1.445	compliant, submissive	3
9	52.096	5	1820612	friendTraitBlock	3.958	passionate, opinionated	3
9	61.112	5	1829628	friendTraitBlock	1.378	promiscuous, sleeping around a lot	3
9	70.129	5	1838645	friendTraitBlock	3.973	prone to boredom, listless	3
9	77.144	5	1845660	friendTraitBlock	2.625	jealous, petty	3
9	88.163	5	1856679	friendTraitBlock	4.107	brave, courageous	3
9	103.184	5	1871700	friendRoleBlock	4.762	engages others to be active and fit	3
9	110.199	5	1878715	friendRoleBlock	2.121	challenges others' authority in the group	3
9	119.216	5	1887732	friendRoleBlock	2.679	gives others in the group false hope	3
9	130.234	5	1898750	friendRoleBlock	2.595	hoards the group's resources for the future	3
9	139.251	5	1907767	friendRoleBlock	3.028	ensures others in the group act morally	3
9	154.272	5	1922788	selfGroupBlock	1.554	Muslims	3
9	165.29	5	1933806	selfGroupBlock	1.189	fraternity or sorority members	3
9	172.306	5	1940822	selfGroupBlock	0.865	women	3
9	181.322	5	1949838	selfGroupBlock	0.993	Canadians	3
9	192.341	5	1960857	selfGroupBlock	2.653	White	3
9	205.36	5	1973876	friendRoleBlock	4.429	provides emotional support to the group	3
9	212.376	5	1980892	friendRoleBlock	2.22	organizes and coordinates the group's plans	3
9	221.392	5	1989908	friendRoleBlock	2.537	divides up and assigns others to tasks	3
9	232.411	5	2000927	friendRoleBlock	3.325	resolves conflicts in the group	3
9	241.427	5	2009943	friendRoleBlock	2.976	shares gossip with the group	3
9	256.449	5	2024965	friendTraitBlock	5.663	unathletic, weak, or physically limited in some fashion	3
9	267.457	5	2035973	friendTraitBlock	2.129	cooperative, enjoying working with others	3
9	278.475	5	2046991	friendTraitBlock	2.273	callous, caring little for others	3
9	285.491	5	2054007	friendTraitBlock	3.411	unsatisfied with the way things are	3
9	294.507	5	2063023	friendTraitBlock	5.201	careful about doing things the right way, meticulous	3
9	307.517	5	2076033	selfRoleBlock	4.239	gives others in the group false hope	3
9	316.534	5	2085050	selfRoleBlock	4.616	deceives others in the group for amusement or pleasure	3
9	327.552	5	2096068	selfRoleBlock	3.345	ensures others follow the group's rules	3
9	336.569	5	2105085	selfRoleBlock	2.063	entertains the group	3
9	347.587	5	2116103	selfRoleBlock	4.709	challenges others' authority in the group	3
9	358.605	5	2127121	friendGroupBlock	2.061	conservatives	3
9	369.624	5	2138140	friendGroupBlock	2.642	White	3
9	376.639	5	2145155	friendGroupBlock	1.293	Canadians	3
9	385.656	5	2154172	friendGroupBlock	1.372	women	3
9	394.672	5	2163188	friendGroupBlock	3.162	commuter students	3
9	409.694	5	2178210	selfRoleBlock	2.686	organizes and coordinates the group's plans	3
9	418.71	5	2187226	selfRoleBlock	2.645	creates rules for the group	3
9	427.727	5	2196243	selfRoleBlock	2.16	hoards the group's resources for the future	3
9	438.745	5	2207261	selfRoleBlock	2.821	reminds others of their obligations	3
9	445.761	5	2214277	selfRoleBlock	3.011	finds new opportunities for the group	3
9	460.782	5	2229298	selfTraitBlock	3.001	dull, unintelligent	3
9	471.8	5	2240316	selfTraitBlock	2.402	unsatisfied with the way things are	3
9	480.817	5	2249333	selfTraitBlock	3.161	cold and aloof	3
9	489.834	5	2258350	selfTraitBlock	2.811	apathetic or indifferent	3
9	496.849	5	2265365	selfTraitBlock	2.077	arrogant or full of themselves	3
9	1.008	5	2418370	selfTraitBlock	3.571	confident, secure in themselves	4
9	10.024	5	2427386	selfTraitBlock	1.112	happy and cheerful	4
9	21.043	5	2438405	selfTraitBlock	5.985	emotionally needy, craving affirmation or attention	4
9	30.049	5	2447411	selfTraitBlock	1.979	artistic, appreciating aesthetics	4
9	37.065	5	2454427	selfTraitBlock	4.089	prone to boredom, listless	4
9	52.086	5	2469448	friendGroupBlock	1.789	Jewish	4
9	61.103	5	2478465	friendGroupBlock	1.831	men	4
9	70.119	5	2487481	friendGroupBlock	1.524	Christians	4
9	77.135	5	2494497	friendGroupBlock	1.016	Asian	4
9	88.153	5	2505515	friendGroupBlock	1.381	humanities majors	4
9	103.174	5	2520536	selfTraitBlock	2.714	unathletic, weak, or physically limited in some fashion	4
9	110.19	5	2527552	selfTraitBlock	2.036	spontaneous, adventuresome	4
9	119.206	5	2536568	selfTraitBlock	3.23	passionate, opinionated	4
9	130.225	5	2547587	selfTraitBlock	3.791	brave, courageous	4
9	141.243	5	2558605	selfTraitBlock	3.659	relaxed, handles stress well	4
9	154.263	5	2571625	friendRoleBlock	3.299	challenges the morals and norms of the group	4
9	163.279	5	2580641	friendRoleBlock	3.59	motivates others to a common goal	4
9	174.298	5	2591660	friendRoleBlock	2.345	attacks others who harm the group	4
9	181.313	5	2598675	friendRoleBlock	2.636	helps people with physically demanding tasks	4
9	192.331	5	2609693	friendRoleBlock	3.892	entertains the group	4
9	205.351	5	2622713	selfRoleBlock	3.561	provides emotional support to the group	4
9	216.369	5	2633731	selfRoleBlock	2.068	throws parties for the group	4
9	223.384	5	2640746	selfRoleBlock	1.965	helps others find their aspirations	4
9	234.403	5	2651765	selfRoleBlock	3.347	lets others in the group take advantage of them	4
9	243.419	5	2660781	selfRoleBlock	4.522	tutors others in the group	4
9	256.439	5	2673801	selfRoleBlock	6.885	shames group members for their mistakes	4
9	263.444	5	2680806	selfRoleBlock	3.286	resolves conflicts in the group	4
9	274.463	5	2691825	selfRoleBlock	4.285	loosens up the group	4
9	283.479	5	2700841	selfRoleBlock	1.529	shares gossip with the group	4
9	292.496	5	2709858	selfRoleBlock	3.452	divides up and assigns others to tasks	4
9	307.517	5	2724879	friendTraitBlock	2.619	eminent, popular, and captivating	4
9	314.533	5	2731895	friendTraitBlock	1.275	outgoing, sociable	4
9	323.549	5	2740911	friendTraitBlock	3.432	relaxed, handles stress well	4
9	334.568	5	2751930	friendTraitBlock	1.925	considerate and kind	4
9	343.584	5	2760946	friendTraitBlock	2.727	confident, secure in themselves	4
9	358.606	5	2775968	selfGroupBlock	3.847	Christians	4
9	365.621	5	2782983	selfGroupBlock	1.443	students	4
9	374.638	5	2792000	selfGroupBlock	2.353	commuter students	4
9	385.656	5	2803018	selfGroupBlock	2.419	men	4
9	396.674	5	2814036	selfGroupBlock	1.483	Black	4
9	409.694	5	2827056	friendTraitBlock	2.785	emotionally needy, craving affirmation or attention	4
9	420.712	5	2838074	friendTraitBlock	1.551	depressed, blue	4
9	429.729	5	2847091	friendTraitBlock	3.059	gets nervous and anxious easily	4
9	438.746	5	2856108	friendTraitBlock	1.588	dull, unintelligent	4
9	449.764	5	2867126	friendTraitBlock	3.466	blunt, no-nonsense	4
9	460.782	5	2878144	friendRoleBlock	3.742	asks questions when the group is confused	4
9	467.798	5	2885160	friendRoleBlock	4.702	cleans and tidies up after others	4
9	478.816	5	2896178	friendRoleBlock	2.334	helps others find their aspirations	4
9	489.834	5	2907196	friendRoleBlock	2.009	shames group members for their mistakes	4
9	498.851	5	2916213	friendRoleBlock	2.344	advises the group on strategy in competitions and games	4
10	1.001	5	323963	friendRoleBlock	3.494	tutors others in the group	1
10	10.018	5	332980	friendRoleBlock	3.358	lets others in the group take advantage of them	1
10	19.035	5	341997	friendRoleBlock	2.572	maintains the group's traditions and rituals	1
10	30.052	5	353014	friendRoleBlock	3.374	keeps the group from dangerous or risky ventures	1
10	37.061	5	360023	friendRoleBlock	2.992	challenges the group's beliefs	1
10	52.07	5	375032	friendTraitBlock	2.581	considerate and kind	1
10	63.087	5	386049	friendTraitBlock	2.745	artistic, appreciating aesthetics	1
10	72.096	5	395058	friendTraitBlock	2.309	depressed, blue	1
10	83.105	5	406067	friendTraitBlock	3.141	passionate, opinionated	1
10	90.113	5	413075	friendTraitBlock	3.868	callous, caring little for others	1
10	103.122	5	426084	selfTraitBlock	2.593	relaxed, handles stress well	1
10	114.14	5	437102	selfTraitBlock	2.786	unsatisfied with the way things are	1
10	121.148	5	444110	selfTraitBlock	2.325	cooperative, enjoying working with others	1
10	132.157	5	455119	selfTraitBlock	3.205	hedonistic and pleasure seeking	1
10	141.166	5	464128	selfTraitBlock	1.838	arrogant or full of themselves	1
10	154.175	5	477137	friendTraitBlock	3.028	blunt, no-nonsense	1
10	161.184	5	484146	friendTraitBlock	1.728	happy and cheerful	1
10	172.192	5	495154	friendTraitBlock	1.882	spontaneous, adventuresome	1
10	183.21	5	506172	friendTraitBlock	3.438	unsatisfied with the way things are	1
10	192.218	5	515180	friendTraitBlock	2.179	jealous, petty	1
10	205.227	5	528189	friendRoleBlock	2.944	counsels others in difficult life decisions	1
10	214.236	5	537198	friendRoleBlock	2.39	keeps others on schedule	1
10	225.253	5	548215	friendRoleBlock	2.807	cleans and tidies up after others	1
10	232.27	5	555232	friendRoleBlock	2.556	advises the group on strategy in competitions and games	1
10	243.288	5	566250	friendRoleBlock	2.777	helps others find romantic partners	1
10	256.297	5	579259	friendGroupBlock	2.524	Black	1
10	265.305	5	588267	friendGroupBlock	1.556	White	1
10	274.314	5	597276	friendGroupBlock	1.511	stoners	1
10	281.323	5	604285	friendGroupBlock	1.975	conservatives	1
10	292.332	5	615294	friendGroupBlock	1.177	liberals	1
10	307.341	5	630303	selfTraitBlock	2.43	outgoing, sociable	1
10	316.35	5	639312	selfTraitBlock	2.191	apathetic or indifferent	1
10	327.359	5	650321	selfTraitBlock	1.497	spontaneous, adventuresome	1
10	338.367	5	661329	selfTraitBlock	1.768	dull, unintelligent	1
10	347.385	5	670347	selfTraitBlock	2.874	perverse, having unhealthy habits	1
10	358.393	5	681355	selfRoleBlock	2.775	shames group members for their mistakes	1
10	367.411	5	690373	selfRoleBlock	3.771	lets others in the group take advantage of them	1
10	374.428	5	697390	selfRoleBlock	2.555	challenges others' authority in the group	1
10	385.436	5	708398	selfRoleBlock	1.917	finds new opportunities for the group	1
10	396.454	5	719416	selfRoleBlock	2.774	ensures others follow the group's rules	1
10	409.463	5	732425	selfRoleBlock	2.816	advises the group on strategy in competitions and games	1
10	420.472	5	743434	selfRoleBlock	2.079	helps others find romantic partners	1
10	429.489	5	752451	selfRoleBlock	2.965	deceives others in the group for amusement or pleasure	1
10	438.497	5	761459	selfRoleBlock	2.82	attacks others who harm the group	1
10	449.515	5	772477	selfRoleBlock	3.449	barters with others on behalf of the group	1
10	460.524	5	783486	selfGroupBlock	1.904	students	1
10	469.532	5	792494	selfGroupBlock	2.035	Jewish	1
10	480.541	5	803503	selfGroupBlock	1.01	Christians	1
10	489.55	5	812512	selfGroupBlock	1.225	nerds	1
10	496.559	5	819521	selfGroupBlock	1.452	Buddhists	1
10	1.001	5	908817	selfTraitBlock	2.042	greedy or power-hungry	2
10	12.01	5	919826	selfTraitBlock	1.672	finds fault with others	2
10	21.019	5	928835	selfTraitBlock	1.486	clever and cunning	2
10	28.036	5	935852	selfTraitBlock	1.963	artistic, appreciating aesthetics	2
10	39.044	5	946860	selfTraitBlock	2.63	prone to boredom, listless	2
10	52.053	5	959869	selfGroupBlock	1.99	hipsters	2
10	61.062	5	968878	selfGroupBlock	0.84	women	2
10	68.071	5	975887	selfGroupBlock	1.493	Muslims	2
10	79.08	5	986896	selfGroupBlock	1.884	humanities majors	2
10	88.089	5	995905	selfGroupBlock	1.924	commuter students	2
10	103.098	5	1010914	friendTraitBlock	3.526	promiscuous, sleeping around a lot	2
10	112.106	5	1019922	friendTraitBlock	1.658	clever and cunning	2
10	123.124	5	1030940	friendTraitBlock	3.464	eminent, popular, and captivating	2
10	134.133	5	1041949	friendTraitBlock	2.725	healthy and fit	2
10	141.15	5	1048966	friendTraitBlock	3.283	emotionally needy, craving affirmation or attention	2
10	154.159	5	1061975	friendGroupBlock	1.703	Canadians	2
10	163.167	5	1070983	friendGroupBlock	1.54	Muslims	2
10	174.176	5	1081992	friendGroupBlock	1.273	men	2
10	183.185	5	1091001	friendGroupBlock	0.883	students	2
10	194.194	5	1102010	friendGroupBlock	1.426	fraternity or sorority members	2
