onset	duration	sample	trial_type	response_time	stimulus	run
119.206	5	2536568	selfTraitBlock	3.23	passionate, opinionated	4
130.225	5	2547587	selfTraitBlock	3.791	brave, courageous	4
141.243	5	2558605	selfTraitBlock	3.659	relaxed, handles stress well	4
154.263	5	2571625	friendRoleBlock	3.299	challenges the morals and norms of the group	4
163.279	5	2580641	friendRoleBlock	3.59	motivates others to a common goal	4
174.298	5	2591660	friendRoleBlock	2.345	attacks others who harm the group	4
181.313	5	2598675	friendRoleBlock	2.636	helps people with physically demanding tasks	4
192.331	5	2609693	friendRoleBlock	3.892	entertains the group	4
205.351	5	2622713	selfRoleBlock	3.561	provides emotional support to the group	4
216.369	5	2633731	selfRoleBlock	2.068	throws parties for the group	4
223.384	5	2640746	selfRoleBlock	1.965	helps others find their aspirations	4
234.403	5	2651765	selfRoleBlock	3.347	lets others in the group take advantage of them	4
243.419	5	2660781	selfRoleBlock	4.522	tutors others in the group	4
256.439	5	2673801	selfRoleBlock	6.885	shames group members for their mistakes	4
263.444	5	2680806	selfRoleBlock	3.286	resolves conflicts in the group	4
274.463	5	2691825	selfRoleBlock	4.285	loosens up the group	4
283.479	5	2700841	selfRoleBlock	1.529	shares gossip with the group	4
292.496	5	2709858	selfRoleBlock	3.452	divides up and assigns others to tasks	4
307.517	5	2724879	friendTraitBlock	2.619	eminent, popular, and captivating	4
314.533	5	2731895	friendTraitBlock	1.275	outgoing, sociable	4
323.549	5	2740911	friendTraitBlock	3.432	relaxed, handles stress well	4
334.568	5	2751930	friendTraitBlock	1.925	considerate and kind	4
343.584	5	2760946	friendTraitBlock	2.727	confident, secure in themselves	4
358.606	5	2775968	selfGroupBlock	3.847	Christians	4
365.621	5	2782983	selfGroupBlock	1.443	students	4
374.638	5	2792000	selfGroupBlock	2.353	commuter students	4
385.656	5	2803018	selfGroupBlock	2.419	men	4
396.674	5	2814036	selfGroupBlock	1.483	Black	4
409.694	5	2827056	friendTraitBlock	2.785	emotionally needy, craving affirmation or attention	4
420.712	5	2838074	friendTraitBlock	1.551	depressed, blue	4
429.729	5	2847091	friendTraitBlock	3.059	gets nervous and anxious easily	4
438.746	5	2856108	friendTraitBlock	1.588	dull, unintelligent	4
449.764	5	2867126	friendTraitBlock	3.466	blunt, no-nonsense	4
460.782	5	2878144	friendRoleBlock	3.742	asks questions when the group is confused	4
467.798	5	2885160	friendRoleBlock	4.702	cleans and tidies up after others	4
478.816	5	2896178	friendRoleBlock	2.334	helps others find their aspirations	4
489.834	5	2907196	friendRoleBlock	2.009	shames group members for their mistakes	4
498.851	5	2916213	friendRoleBlock	2.344	advises the group on strategy in competitions and games	4
