onset	duration	sample	trial_type	response_time	stimulus	run
183.185	5	1091001	friendGroupBlock	0.883	students	2
194.194	5	1102010	friendGroupBlock	1.426	fraternity or sorority members	2
205.203	5	1113019	friendTraitBlock	3.966	careful about doing things the right way, meticulous	2
214.22	5	1122036	friendTraitBlock	3.154	unathletic, weak, or physically limited in some fashion	2
221.237	5	1129053	friendTraitBlock	4.034	perverse, having unhealthy habits	2
230.246	5	1138062	friendTraitBlock	3.113	persuasive, articulate and even eloquent	2
241.255	5	1149071	friendTraitBlock	2.038	romantic or charming	2
256.264	5	1164080	friendRoleBlock	2.046	entertains the group	2
267.273	5	1175089	friendRoleBlock	2.72	shares study notes with others	2
278.29	5	1186106	friendRoleBlock	2.467	discovers new knowledge for the group	2
287.307	5	1195123	friendRoleBlock	2.375	divides up and assigns others to tasks	2
296.324	5	1204140	friendRoleBlock	1.539	barters with others on behalf of the group	2
307.333	5	1215149	friendRoleBlock	2.361	hoards the group's resources for the future	2
318.35	5	1226166	friendRoleBlock	1.657	provides emotional support to the group	2
325.367	5	1233183	friendRoleBlock	3.012	helps people with physically demanding tasks	2
336.376	5	1244192	friendRoleBlock	3.506	attacks others who harm the group	2
345.393	5	1253209	friendRoleBlock	2.688	deceives others in the group for amusement or pleasure	2
358.402	5	1266218	selfRoleBlock	2.016	keeps others on schedule	2
367.419	5	1275235	selfRoleBlock	2.708	challenges the morals and norms of the group	2
376.428	5	1284244	selfRoleBlock	2.127	reminds others of their obligations	2
383.437	5	1291253	selfRoleBlock	1.63	throws parties for the group	2
394.454	5	1302270	selfRoleBlock	1.313	provides emotional support to the group	2
409.463	5	1317279	selfTraitBlock	2.906	reckless and impulsive	2
416.472	5	1324288	selfTraitBlock	3.241	confident, secure in themselves	2
425.489	5	1333305	selfTraitBlock	3.165	careful about doing things the right way, meticulous	2
436.498	5	1344314	selfTraitBlock	1.406	considerate and kind	2
447.515	5	1355331	selfTraitBlock	2.919	emotionally needy, craving affirmation or attention	2
460.524	5	1368340	selfRoleBlock	2.847	excludes unpopular or unwanted others from the group	2
467.533	5	1375349	selfRoleBlock	1.632	cleans and tidies up after others	2
478.55	5	1386366	selfRoleBlock	1.446	discovers new knowledge for the group	2
489.559	5	1397375	selfRoleBlock	1.607	leads the group	2
498.567	5	1406383	selfRoleBlock	1.471	creates rules for the group	2
1	5	1471620	friendRoleBlock	2.484	excludes unpopular or unwanted others from the group	3
10.009	5	1480629	friendRoleBlock	2.303	loosens up the group	3
19.018	5	1489638	friendRoleBlock	2.151	helps others find their aspirations	3
26.035	5	1496655	friendRoleBlock	2.512	gives others in the group false hope	3
37.052	5	1507672	friendRoleBlock	2.422	challenges others' authority in the group	3
52.061	5	1522681	friendRoleBlock	2.241	creates rules for the group	3
61.07	5	1531690	friendRoleBlock	1.967	finds new opportunities for the group	3
70.087	5	1540707	friendRoleBlock	2.656	engages others to be active and fit	3
81.096	5	1551716	friendRoleBlock	2.411	motivates others to a common goal	3
92.113	5	1562733	friendRoleBlock	2.245	reminds others of their obligations	3
103.122	5	1573742	selfTraitBlock	3.123	unathletic, weak, or physically limited in some fashion	3
110.139	5	1580759	selfTraitBlock	2.795	sentimental and sensitive, experiencing emotions strongly	3
121.148	5	1591768	selfTraitBlock	2.895	compliant, submissive	3
132.157	5	1602777	selfTraitBlock	2.134	eminent, popular, and captivating	3
141.165	5	1611785	selfTraitBlock	2.092	promiscuous, sleeping around a lot	3
154.174	5	1624794	friendTraitBlock	3.342	trustworthy, faithful	3
163.183	5	1633803	friendTraitBlock	2.443	finds fault with others	3
174.192	5	1644812	friendTraitBlock	2.635	prone to boredom, listless	3
181.209	5	1651829	friendTraitBlock	2.563	sentimental and sensitive, experiencing emotions strongly	3
190.218	5	1660838	friendTraitBlock	2.372	perseverant until the task is finished	3
205.227	5	1675847	selfRoleBlock	2.76	gives others in the group false hope	3
216.236	5	1686856	selfRoleBlock	1.991	resolves conflicts in the group	3
225.253	5	1695873	selfRoleBlock	2.374	maintains the group's traditions and rituals	3
232.27	5	1702890	selfRoleBlock	2.424	asks questions when the group is confused	3
241.287	5	1711907	selfRoleBlock	1.727	hoards the group's resources for the future	3
256.296	5	1726916	friendTraitBlock	2.416	hedonistic and pleasure seeking	3
267.305	5	1737925	friendTraitBlock	2.128	confident, secure in themselves	3
278.314	5	1748934	friendTraitBlock	2.062	dull, unintelligent	3
287.323	5	1757943	friendTraitBlock	3.124	apathetic or indifferent	3
294.331	5	1764951	friendTraitBlock	1.715	reckless and impulsive	3
307.34	5	1777960	selfRoleBlock	2.227	motivates others to a common goal	3
318.349	5	1788969	selfRoleBlock	1.911	shares gossip with the group	3
327.358	5	1797978	selfRoleBlock	1.829	tutors others in the group	3
336.367	5	1806987	selfRoleBlock	1.9	counsels others in difficult life decisions	3
347.376	5	1817996	selfRoleBlock	2.195	engages others to be active and fit	3
358.385	5	1829005	selfGroupBlock	2.012	conservatives	3
369.393	5	1840013	selfGroupBlock	1.48	Middle Eastern	3
380.402	5	1851022	selfGroupBlock	1.054	Black	3
389.411	5	1860031	selfGroupBlock	0.989	White	3
398.42	5	1869040	selfGroupBlock	1.222	fraternity or sorority members	3
409.429	5	1880049	friendGroupBlock	2.009	women	3
420.438	5	1891058	friendGroupBlock	1.214	humanities majors	3
429.446	5	1900066	friendGroupBlock	1.228	Buddhists	3
438.455	5	1909075	friendGroupBlock	1.689	Middle Eastern	3
449.464	5	1920084	friendGroupBlock	1.123	Asian	3
460.473	5	1931093	selfTraitBlock	1.602	healthy and fit	3
471.482	5	1942102	selfTraitBlock	2.25	brave, courageous	3
480.491	5	1951111	selfTraitBlock	1.65	cold and aloof	3
487.499	5	1958119	selfTraitBlock	2.368	blunt, no-nonsense	3
498.508	5	1969128	selfTraitBlock	1.931	gets nervous and anxious easily	3
1.001	5	2042149	friendTraitBlock	2.173	arrogant or full of themselves	4
8.009	5	2049157	friendTraitBlock	2.421	cooperative, enjoying working with others	4
17.018	5	2058166	friendTraitBlock	1.967	hurried, impatient	4
26.027	5	2067175	friendTraitBlock	1.981	brave, courageous	4
37.036	5	2078184	friendTraitBlock	1.582	gets nervous and anxious easily	4
52.045	5	2093193	selfTraitBlock	1.955	trustworthy, faithful	4
61.054	5	2102202	selfTraitBlock	2.371	persuasive, articulate and even eloquent	4
72.062	5	2113210	selfTraitBlock	1.584	hurried, impatient	4
83.071	5	2124219	selfTraitBlock	1.676	romantic or charming	4
90.08	5	2131228	selfTraitBlock	1.623	callous, caring little for others	4
103.089	5	2144237	friendGroupBlock	1.67	hipsters	4
112.098	5	2153246	friendGroupBlock	0.996	Christians	4
119.106	5	2160254	friendGroupBlock	1.455	commuter students	4
128.115	5	2169263	friendGroupBlock	1.326	nerds	4
139.124	5	2180272	friendGroupBlock	1.438	Jewish	4
154.133	5	2195281	friendRoleBlock	3.408	ensures others in the group act morally	4
165.15	5	2206298	friendRoleBlock	2.494	resolves conflicts in the group	4
174.168	5	2215316	friendRoleBlock	3.112	shames group members for their mistakes	4
183.185	5	2224333	friendRoleBlock	2.198	asks questions when the group is confused	4
194.202	5	2235350	friendRoleBlock	2.672	challenges the morals and norms of the group	4
205.211	5	2246359	friendRoleBlock	2.238	organizes and coordinates the group's plans	4
214.22	5	2255368	friendRoleBlock	1.836	throws parties for the group	4
221.237	5	2262385	friendRoleBlock	2.6	ensures others follow the group's rules	4
232.246	5	2273394	friendRoleBlock	1.52	leads the group	4
241.254	5	2282402	friendRoleBlock	1.477	shares gossip with the group	4
256.263	5	2297411	friendTraitBlock	2.404	outgoing, sociable	4
263.272	5	2304420	friendTraitBlock	1.996	greedy or power-hungry	4
272.281	5	2313429	friendTraitBlock	2.072	compliant, submissive	4
281.29	5	2322438	friendTraitBlock	2.564	cold and aloof	4
292.299	5	2333447	friendTraitBlock	2.934	relaxed, handles stress well	4
307.308	5	2348456	selfTraitBlock	2.04	perseverant until the task is finished	4
316.316	5	2357464	selfTraitBlock	1.083	happy and cheerful	4
327.325	5	2368473	selfTraitBlock	1.352	jealous, petty	4
334.334	5	2375482	selfTraitBlock	2.681	passionate, opinionated	4
343.343	5	2384491	selfTraitBlock	1.188	depressed, blue	4
358.352	5	2399500	selfRoleBlock	2.378	shares study notes with others	4
367.361	5	2408509	selfRoleBlock	2.259	ensures others in the group act morally	4
374.369	5	2415517	selfRoleBlock	1.334	entertains the group	4
385.378	5	2426526	selfRoleBlock	1.924	challenges the group's beliefs	4
396.395	5	2437543	selfRoleBlock	2.499	keeps the group from dangerous or risky ventures	4
409.404	5	2450552	selfRoleBlock	1.998	helps others find their aspirations	4
420.413	5	2461561	selfRoleBlock	1.994	loosens up the group	4
429.43	5	2470578	selfRoleBlock	1.881	divides up and assigns others to tasks	4
440.448	5	2481596	selfRoleBlock	2.313	organizes and coordinates the group's plans	4
447.465	5	2488613	selfRoleBlock	1.804	helps people with physically demanding tasks	4
460.474	5	2501622	selfGroupBlock	0.953	Canadians	4
471.483	5	2512631	selfGroupBlock	0.655	Asian	4
482.491	5	2523639	selfGroupBlock	0.792	liberals	4
491.5	5	2532648	selfGroupBlock	1.099	men	4
498.509	5	2539657	selfGroupBlock	2.147	stoners	4
